"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"the premise for this kegger comedy probably sounded brilliant four six packs and a pitcher of margaritas in , but the film [[must]] have been written in the thrall of a vicious hangover","the premise for this kegger comedy probably sounded brilliant four six packs and a pitcher of margaritas in , but the film [[myst]] have been written in the thrall of a vicious hangover",0.0028377175331115723,0.009843587875366211,0.0,0.0,0.0,560.0,"Failed"
"it 's a [[pleasure]] to see seinfeld griping about the biz with buddies chris rock , garry shandling and colin quinn","it 's a [[plrasure]] to see seinfeld griping about the biz with buddies chris rock , garry shandling and colin quinn",0.0008184313774108887,0.9925068616867065,1.0,0.0,1.0,330.0,"Successful"
"finally , a genre movie that [[delivers]] in a couple of genres , no less","finally , a genre movie that [[deliVvers]] in a couple of genres , no less",0.00044161081314086914,0.9838846325874329,1.0,0.0,1.0,196.0,"Successful"
"the low budget full frontal was one of the year 's murkiest , intentionally [[obscure]] and self indulgent pictures , and solaris is its big budget brother","the low budget full frontal was one of the year 's murkiest , intentionally [[obscyre]] and self indulgent pictures , and solaris is its big budget brother",0.0015033483505249023,0.002512812614440918,0.0,0.0,0.0,498.0,"Failed"
"exquisitely acted and masterfully if preciously interwoven lrb the film rrb addresses in a [[fascinating]] , intelligent manner the intermingling of race , politics and local commerce","exquisitely acted and masterfully if preciously interwoven lrb the film rrb addresses in a [[fascinatijg]] , intelligent manner the intermingling of race , politics and local commerce",0.00039130449295043945,0.0006948709487915039,1.0,1.0,1.0,722.0,"Failed"
"an enthralling , [[playful]] film that constantly frustrates our desire to know the ` truth ' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to","an enthralling , [[plagful]] film that constantly frustrates our desire to know the ` truth ' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to",0.0008743405342102051,0.029900014400482178,1.0,1.0,1.0,694.0,"Failed"
"as a singular character study , it 's [[perfect]]","as a singular character study , it 's [[peefect]]",0.000292360782623291,0.9976058602333069,1.0,0.0,1.0,169.0,"Successful"
"haneke challenges us to [[confront]] the reality of sexual aberration","haneke challenges us to [[confroht]] the reality of sexual aberration",0.011507391929626465,0.8301653265953064,1.0,0.0,1.0,266.0,"Successful"
"an experience so [[engrossing]] it is like being buried in a new environment","an experience so [[ejgrossing]] it is like being buried in a new environment",0.008716344833374023,0.9971464276313782,1.0,0.0,1.0,233.0,"Successful"
"all the performances are top [[notch]] and , once you get through the accents , all or nothing becomes an emotional , though still positive , wrench of a sit","all the performances are top [[norch]] and , once you get through the accents , all or nothing becomes an emotional , though still positive , wrench of a sit",0.001369178295135498,0.5472677946090698,1.0,0.0,1.0,388.0,"Successful"
"a cockamamie tone poem [[pitched]] precipitously between swoony lyricism and violent catastrophe the most aggressively nerve wracking and screamingly neurotic romantic comedy in cinema history","a cockamamie tone poem [[pigched]] precipitously between swoony lyricism and violent catastrophe the most aggressively nerve wracking and screamingly neurotic romantic comedy in cinema history",0.1021416187286377,0.9578480124473572,1.0,0.0,1.0,794.0,"Successful"
"i do n't have an i am sam [[clue]]","i do n't have an i am sam [[ciue]]",0.0010894536972045898,0.0024431943893432617,0.0,0.0,0.0,15.0,"Failed"
"zhang yimou [[delivers]] warm , genuine characters who lie not through dishonesty , but because they genuinely believe it 's the only way to bring happiness to their loved ones","zhang yimou [[deligers]] warm , genuine characters who lie not through dishonesty , but because they genuinely believe it 's the only way to bring happiness to their loved ones",0.0003978610038757324,0.01603531837463379,1.0,1.0,1.0,467.0,"Failed"
"the pleasures of super troopers may be fleeting , but they 'll [[register]] strongly with anybody who still retains a soft spot for precollegiate humor","the pleasures of super troopers may be fleeting , but they 'll [[retister]] strongly with anybody who still retains a soft spot for precollegiate humor",0.0009703636169433594,0.9787935018539429,1.0,0.0,1.0,485.0,"Successful"
"the thrill is lrb long rrb [[gone]]","the thrill is lrb long rrb [[gkne]]",0.005059361457824707,0.5975518226623535,0.0,1.0,0.0,59.0,"Successful"
"much monkeyfun for all","much monkeyfun for all",0.989035427570343,0.989035427570343,0.0,0.0,1.0,1.0,"Skipped"
"a dreary , incoherent , self indulgent [[mess]] of a movie in which a bunch of pompous windbags drone on inanely for two hours a cacophony of pretentious , meaningless prattle","a dreary , incoherent , self indulgent [[mews]] of a movie in which a bunch of pompous windbags drone on inanely for two hours a cacophony of pretentious , meaningless prattle",0.0007562637329101562,0.0009452700614929199,0.0,0.0,0.0,609.0,"Failed"
"much of the way , though , this is a [[refreshingly]] novel ride","much of the way , though , this is a [[retreshingly]] novel ride",0.0003165006637573242,0.4605945348739624,1.0,1.0,1.0,172.0,"Failed"
"for the first time in several years , mr allen has [[surpassed]] himself with the magic he 's spun with the hollywood empress of ms leoni 's ellie","for the first time in several years , mr allen has [[surlassed]] himself with the magic he 's spun with the hollywood empress of ms leoni 's ellie",0.0007458329200744629,0.7557163238525391,1.0,0.0,1.0,332.0,"Successful"
"one scarcely needs the subtitles to enjoy this [[colorful]] action farce","one scarcely needs the subtitles to enjoy this [[cplorful]] action farce",0.003298461437225342,0.9688013195991516,1.0,0.0,1.0,241.0,"Successful"
"as it abruptly crosscuts among the five friends , it [[fails]] to lend the characters ' individual stories enough dramatic resonance to make us care about them","as it abruptly crosscuts among the five friends , it [[faols]] to lend the characters ' individual stories enough dramatic resonance to make us care about them",0.0011560916900634766,0.9953473210334778,0.0,1.0,0.0,534.0,"Successful"
"what might have been a predictably heartwarming tale is suffused with [[complexity]]","what might have been a predictably heartwarming tale is suffused with [[cmoplexity]]",0.07221817970275879,0.9990266561508179,1.0,0.0,1.0,294.0,"Successful"
"with [[generic]] sets and b grade special effects , jason is about as convincing on the sci fi front as tv 's defunct cleopatra 2525","with [[geenric]] sets and b grade special effects , jason is about as convincing on the sci fi front as tv 's defunct cleopatra 2525",0.0017687678337097168,0.0034453868865966797,0.0,0.0,0.0,350.0,"Failed"
"this is [[simply]] the most fun you 'll ever have with a documentary !","this is [[simppy]] the most fun you 'll ever have with a documentary !",0.00039893388748168945,0.0010988712310791016,1.0,1.0,1.0,106.0,"Failed"
"it [[represents]] better than average movie making that does n't demand a dumb , distracted audience","it [[repdesents]] better than average movie making that does n't demand a dumb , distracted audience",0.0007489323616027832,0.9958825707435608,1.0,0.0,1.0,335.0,"Successful"
"the sum of the parts equals largely a confused [[mediocrity]]","the sum of the parts equals largely a confused [[mesiocrity]]",0.0008523464202880859,0.0020772814750671387,0.0,0.0,0.0,204.0,"Failed"
"it may be an easy swipe to take , but this barbershop just does n't [[make]] the cut","it may be an easy swipe to take , but this barbershop just does n't [[maue]] the cut",0.000937044620513916,0.006538748741149902,0.0,0.0,0.0,135.0,"Failed"
"the fact that the rookie is a nearly impeccable cinematic experience and a wonderful all ages triumph besides is a [[miracle]] akin to the story the film portrays","the fact that the rookie is a nearly impeccable cinematic experience and a wonderful all ages triumph besides is a [[migacle]] akin to the story the film portrays",0.00027507543563842773,0.8326526284217834,1.0,0.0,1.0,520.0,"Successful"
"how on earth , or anywhere else , did director ron underwood manage to [[blow]] 100 million on this ?","how on earth , or anywhere else , did director ron underwood manage to [[bow]] 100 million on this ?",0.004223644733428955,0.012779295444488525,0.0,0.0,0.0,264.0,"Failed"
"for all its failed connections , divine secrets of the ya ya sisterhood is [[nurturing]] , in a gauzy , dithering way","for all its failed connections , divine secrets of the ya ya sisterhood is [[nutruring]] , in a gauzy , dithering way",0.4671911597251892,0.9988715648651123,1.0,0.0,1.0,355.0,"Successful"
"as are its star , its attitude and its [[obliviousness]]","as are its star , its attitude and its [[obliviuosness]]",0.2677537798881531,0.9992387890815735,0.0,1.0,0.0,149.0,"Successful"
"sluggishly directed by episodic tv veteran joe zwick , it 's a sitcom [[without]] the snap crackle","sluggishly directed by episodic tv veteran joe zwick , it 's a sitcom [[wittout]] the snap crackle",0.0023993849754333496,0.008153855800628662,0.0,0.0,0.0,343.0,"Failed"
"a [[dream]] cast of solid female talent who build a seamless ensemble","a [[dram]] cast of solid female talent who build a seamless ensemble",0.0002929568290710449,0.24201512336730957,1.0,1.0,1.0,231.0,"Failed"
"the plot is straight off the shelf , the performances are television caliber and the message of providing solace through deception is a little [[creepy]]","the plot is straight off the shelf , the performances are television caliber and the message of providing solace through deception is a little [[creely]]",0.012445807456970215,0.09805965423583984,0.0,0.0,0.0,493.0,"Failed"
"instead of [[accurately]] accounting a terrible true story , the film 's more determined to become the next texas chainsaw massacre","instead of [[agccurately]] accounting a terrible true story , the film 's more determined to become the next texas chainsaw massacre",0.004318714141845703,0.05595821142196655,0.0,0.0,0.0,470.0,"Failed"
"the movie is [[well]] shot and very tragic , and one to ponder after the credits roll","the movie is [[weol]] shot and very tragic , and one to ponder after the credits roll",0.002426326274871826,0.992724597454071,1.0,0.0,1.0,170.0,"Successful"
"it is ridiculous , of course but it is also refreshing , disarming , and just outright enjoyable [[despite]] its ridiculousness","it is ridiculous , of course but it is also refreshing , disarming , and just outright enjoyable [[dedpite]] its ridiculousness",0.0005671381950378418,0.0017105937004089355,1.0,1.0,1.0,472.0,"Failed"
"everything you loved about it in 1982 is [[still]] there , for everybody who wants to be a kid again , or show it to their own kids","everything you loved about it in 1982 is [[stoll]] there , for everybody who wants to be a kid again , or show it to their own kids",0.002454698085784912,0.9970098733901978,1.0,0.0,1.0,221.0,"Successful"
"tadpole is a [[sophisticated]] , funny and good natured treat , slight but a pleasure","tadpole is a [[sopnisticated]] , funny and good natured treat , slight but a pleasure",0.0004054903984069824,0.0007767677307128906,1.0,1.0,1.0,297.0,"Failed"
"a turgid little history lesson , humourless and [[dull]]","a turgid little history lesson , humourless and [[djll]]",0.0009627342224121094,0.0027605295181274414,0.0,0.0,0.0,209.0,"Failed"
"the cartoon that is n't really good enough to be on afternoon tv is now a movie that is n't really good [[enough]] to be in theaters","the cartoon that is n't really good enough to be on afternoon tv is now a movie that is n't really good [[enogh]] to be in theaters",0.0007967352867126465,0.0009034872055053711,0.0,0.0,0.0,296.0,"Failed"
"a sensual performance from abbass buoys the flimsy story , but her inner journey is largely unexplored and we 're left wondering about this exotic looking woman whose emotional depths are only hinted at","a sensual performance from abbass buoys the flimsy story , but her inner journey is largely unexplored and we 're left wondering about this exotic looking woman whose emotional depths are only hinted at",0.6331220865249634,0.6331220865249634,0.0,0.0,1.0,1.0,"Skipped"
"a [[harmless]] and mildly amusing family comedy","a [[hramless]] and mildly amusing family comedy",0.0005597472190856934,0.21578079462051392,1.0,1.0,1.0,174.0,"Failed"
"not ` terrible filmmaking ' bad , but more [[like]] , ' i once had a nightmare like this , and it 's now coming true ' bad","not ` terrible filmmaking ' bad , but more [[lile]] , ' i once had a nightmare like this , and it 's now coming true ' bad",0.004934251308441162,0.028724312782287598,0.0,0.0,0.0,231.0,"Failed"
"a movie that , rather than skip along the seine , more or less slogs its way through [[soggy]] paris , tongue uncomfortably in cheek","a movie that , rather than skip along the seine , more or less slogs its way through [[sovgy]] paris , tongue uncomfortably in cheek",0.0030241012573242188,0.06669902801513672,0.0,0.0,0.0,335.0,"Failed"
"it does succeed by following a feel good formula with a [[winning]] style , and by offering its target audience of urban kids some welcome role models and optimism","it does succeed by following a feel good formula with a [[winnung]] style , and by offering its target audience of urban kids some welcome role models and optimism",0.0003752708435058594,0.0014235973358154297,1.0,1.0,1.0,486.0,"Failed"
"lrb schweiger is rrb talented and terribly [[charismatic]] , qualities essential to both movie stars and social anarchists","lrb schweiger is rrb talented and terribly [[chairsmatic]] , qualities essential to both movie stars and social anarchists",0.0005238652229309082,0.013175427913665771,1.0,1.0,1.0,468.0,"Failed"
"a well acted and well intentioned snoozer","a well acted and well intentioned snoozer",0.9992557764053345,0.9992557764053345,1.0,1.0,0.0,1.0,"Skipped"
"serry does a fine job of [[capturing]] the climate of the times and , perhaps unwittingly , relating it to what is happening in america in 2002","serry does a fine job of [[caputring]] the climate of the times and , perhaps unwittingly , relating it to what is happening in america in 2002",0.0004919767379760742,0.003041982650756836,1.0,1.0,1.0,379.0,"Failed"
"for all its alleged youthful fire , xxx is no less subservient to bond 's tired formula of guns , girls and gadgets while brandishing a new action hero","for all its alleged youthful fire , xxx is no less subservient to bond 's tired formula of guns , girls and gadgets while brandishing a new action hero",0.8644884824752808,0.8644884824752808,1.0,1.0,0.0,1.0,"Skipped"
"this cuddly [[sequel]] to the 1999 hit is a little more visually polished , a little funnier , and a little more madcap","this cuddly [[squel]] to the 1999 hit is a little more visually polished , a little funnier , and a little more madcap",0.0217626690864563,0.3358919620513916,1.0,1.0,1.0,310.0,"Failed"
"now it 's just [[tired]]","now it 's just [[tried]]",0.0012335777282714844,0.14536648988723755,0.0,0.0,0.0,24.0,"Failed"
"not so [[much]] a movie as a picture book for the big screen","not so [[mudh]] a movie as a picture book for the big screen",0.013798177242279053,0.045431554317474365,0.0,0.0,0.0,113.0,"Failed"
"it 's difficult to say whether the tuxedo is more boring or [[embarrassing]] i 'm prepared to call it a draw","it 's difficult to say whether the tuxedo is more boring or [[embarrassiPng]] i 'm prepared to call it a draw",0.0024672746658325195,0.006980240345001221,0.0,0.0,0.0,308.0,"Failed"
"about as satisfying and [[predictable]] as the fare at your local drive through","about as satisfying and [[preditcable]] as the fare at your local drive through",0.0026844143867492676,0.13703149557113647,0.0,0.0,0.0,195.0,"Failed"
"the movie succumbs to being nothing more than a [[formulaic]] chase in the dark","the movie succumbs to being nothing more than a [[fotmulaic]] chase in the dark",0.00100630521774292,0.00329667329788208,0.0,0.0,0.0,194.0,"Failed"
"as lo fi as the special effects are , the folks who cobbled nemesis together [[indulge]] the force of humanity over hardware in a way that george lucas has long forgotten","as lo fi as the special effects are , the folks who cobbled nemesis together [[indulIge]] the force of humanity over hardware in a way that george lucas has long forgotten",0.42697644233703613,0.9697529673576355,1.0,0.0,1.0,495.0,"Successful"
"writer director burger [[imaginatively]] fans the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear","writer director burger [[inaginatively]] fans the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear",0.01135408878326416,0.9932800531387329,1.0,0.0,1.0,551.0,"Successful"
"truth to tell , if you 've seen more than half a dozen horror films , there 's [[nothing]] here you have n't seen before","truth to tell , if you 've seen more than half a dozen horror films , there 's [[noRthing]] here you have n't seen before",0.11209630966186523,0.6329166889190674,0.0,1.0,0.0,184.0,"Successful"
"george , hire a real director and good writers for the next installment , please","george , hire a real director and good writers for the next installment , please",0.9708508849143982,0.9708508849143982,1.0,1.0,0.0,1.0,"Skipped"
"all these developments and challenges facing santa weigh down the [[plot]] so heavily that they drain all the film of its energy and needlessly strain credibility","all these developments and challenges facing santa weigh down the [[poot]] so heavily that they drain all the film of its energy and needlessly strain credibility",0.0009405016899108887,0.0014611482620239258,0.0,0.0,0.0,493.0,"Failed"
"it 's so full of [[wrong]] choices that all you can do is shake your head in disbelief and worry about what classic oliver parker intends to mangle next time","it 's so full of [[wong]] choices that all you can do is shake your head in disbelief and worry about what classic oliver parker intends to mangle next time",0.001475512981414795,0.0022584199905395508,0.0,0.0,0.0,389.0,"Failed"
"the film runs on [[equal]] parts of innocence and wisdom wisdom that comes with experience","the film runs on [[equxl]] parts of innocence and wisdom wisdom that comes with experience",0.0012930631637573242,0.19249695539474487,1.0,1.0,1.0,265.0,"Failed"
"goyer 's screenplay and direction are thankfully understated , and he has drawn [[excellent]] performances from his cast","goyer 's screenplay and direction are thankfully understated , and he has drawn [[exellent]] performances from his cast",0.00043636560440063477,0.8939405679702759,1.0,0.0,1.0,432.0,"Successful"
"reinforces the often [[forgotten]] fact of the world 's remarkably varying human population and mindset , and its capacity to heal using creative , natural and ancient antidotes","reinforces the often [[forbotten]] fact of the world 's remarkably varying human population and mindset , and its capacity to heal using creative , natural and ancient antidotes",0.0006553530693054199,0.0077277421951293945,1.0,1.0,1.0,652.0,"Failed"
"abandons all pretense of [[creating]] historical context and waltzes off into a hectic soap about the ups and downs of the heavy breathing between the two artists","abandons all pretense of [[creatkng]] historical context and waltzes off into a hectic soap about the ups and downs of the heavy breathing between the two artists",0.07859557867050171,0.596343994140625,0.0,1.0,0.0,459.0,"Successful"
"if it tried to do anything more , it would fail and perhaps explode , but at this level of manic whimsy , it is just about [[right]]","if it tried to do anything more , it would fail and perhaps explode , but at this level of manic whimsy , it is just about [[rigNht]]",0.011392295360565186,0.9751223921775818,1.0,0.0,1.0,284.0,"Successful"
"scores a few points for doing what it does with a [[dedicated]] and good hearted professionalism","scores a few points for doing what it does with a [[dericated]] and good hearted professionalism",0.0003959536552429199,0.03467339277267456,1.0,1.0,1.0,270.0,"Failed"
"director dirk shafer and co writer greg hinton ride the dubious divide where gay [[porn]] reaches for serious drama","director dirk shafer and co writer greg hinton ride the dubious divide where gay [[poirn]] reaches for serious drama",0.4047369956970215,0.9584968090057373,0.0,1.0,0.0,370.0,"Successful"
"[[without]] a strong script and energetic acting , dogma films can produce the same sleep inducing effects as watching your neighbor 's home videos","[[wifhout]] a strong script and energetic acting , dogma films can produce the same sleep inducing effects as watching your neighbor 's home videos",0.00192946195602417,0.9565523862838745,0.0,1.0,0.0,509.0,"Successful"
"a frantic search for laughs , with a hit to miss ratio that does n't [[exactly]] favour the audience","a frantic search for laughs , with a hit to miss ratio that does n't [[exacfly]] favour the audience",0.0008925795555114746,0.0015296339988708496,0.0,0.0,0.0,256.0,"Failed"
"de niro may enjoy the same free ride from critics afforded to clint eastwood in the lazy bloodwork","de niro may enjoy the same free ride from critics afforded to clint eastwood in the lazy bloodwork",0.7863258123397827,0.7863258123397827,1.0,1.0,0.0,1.0,"Skipped"
"an [[intelligent]] fiction about learning through cultural clash","an [[inLtelligent]] fiction about learning through cultural clash",0.0002868771553039551,0.17024755477905273,1.0,1.0,1.0,220.0,"Failed"
"greengrass has delivered an undoubted stylistic tour de force , and has [[managed]] elements such as sound and cinematography with skill","greengrass has delivered an undoubted stylistic tour de force , and has [[mansged]] elements such as sound and cinematography with skill",0.0004360079765319824,0.9160212874412537,1.0,0.0,1.0,482.0,"Successful"
"there 's something fundamental [[missing]] from this story something or someone to care about","there 's something fundamental [[mixsing]] from this story something or someone to care about",0.01023721694946289,0.9910674691200256,0.0,1.0,0.0,287.0,"Successful"
"at [[heart]] the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance","at [[hwart]] the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance",0.005613446235656738,0.8292009830474854,1.0,0.0,1.0,435.0,"Successful"
"sometimes , nothing satisfies like old fashioned swashbuckling","sometimes , nothing satisfies like old fashioned swashbuckling",0.9919945597648621,0.9919945597648621,0.0,0.0,1.0,1.0,"Skipped"
"enough similarities to gymkata and howie long 's firestorm that my fingernails instinctively [[crawled]] towards my long suffering eyeballs","enough similarities to gymkata and howie long 's firestorm that my fingernails instinctively [[cradled]] towards my long suffering eyeballs",0.01783686876296997,0.2131696343421936,0.0,0.0,0.0,580.0,"Failed"
"despite what anyone believes about the goal of its makers , the show represents a [[spectacular]] piece of theater , and there 's no denying the talent of the creative forces behind it","despite what anyone believes about the goal of its makers , the show represents a [[slectacular]] piece of theater , and there 's no denying the talent of the creative forces behind it",0.0004801750183105469,0.9916801452636719,1.0,0.0,1.0,536.0,"Successful"
"here 's a british flick gleefully unconcerned with plausibility , yet just as [[determined]] to entertain you","here 's a british flick gleefully unconcerned with plausibility , yet just as [[detePrmined]] to entertain you",0.0006188154220581055,0.6863687038421631,1.0,0.0,1.0,370.0,"Successful"
"a well made and often [[lovely]] depiction of the mysteries of friendship","a well made and often [[lofely]] depiction of the mysteries of friendship",0.0002544522285461426,0.0006778240203857422,1.0,1.0,1.0,260.0,"Failed"
"if i spy were funny lrb enough rrb or exciting lrb enough rrb then it would be fairly simple to forgive the [[financial]] extortion it 's trying to reap from the moviegoing public","if i spy were funny lrb enough rrb or exciting lrb enough rrb then it would be fairly simple to forgive the [[financiYal]] extortion it 's trying to reap from the moviegoing public",0.004442036151885986,0.008686840534210205,0.0,0.0,0.0,480.0,"Failed"
"a great ending does n't make up for a weak movie , and crazy as hell does n't [[even]] have a great ending","a great ending does n't make up for a weak movie , and crazy as hell does n't [[egen]] have a great ending",0.0012477636337280273,0.014263033866882324,0.0,0.0,0.0,210.0,"Failed"
"demands too [[much]] of most viewers","demands too [[mch]] of most viewers",0.0023035407066345215,0.0052528977394104,0.0,0.0,0.0,92.0,"Failed"
"rare is the ` urban comedy ' that even attempts the insight and honesty of this [[disarming]] indie","rare is the ` urban comedy ' that even attempts the insight and honesty of this [[disatming]] indie",0.4655059576034546,0.9778997302055359,1.0,0.0,1.0,283.0,"Successful"
"its [[lack]] of quality earns it a place alongside those other two recent dumas botch jobs , the man in the iron mask and the musketeer","its [[lEack]] of quality earns it a place alongside those other two recent dumas botch jobs , the man in the iron mask and the musketeer",0.062264442443847656,0.9990940690040588,0.0,1.0,0.0,325.0,"Successful"
