	sentence	label
93	this hastily mounted production exists only to capitalize on hopkins ' inclination to play hannibal lecter again , even though harris has no immediate inclination to provide a fourth book .	0
94	despite some strong performances , never rises above the level of a telanovela .	0
96	though there are many tense scenes in trapped , they prove more distressing than suspenseful .	0
97	if you 're looking to rekindle the magic of the first film , you 'll need a stronger stomach than us .	0
98	zigzag might have been richer and more observant if it were less densely plotted .	0
99	it gives poor dana carvey nothing to do that is really funny , and then expects us to laugh because he acts so goofy all the time .	0
100	steven spielberg brings us another masterpiece	0
101	scherfig , the writer-director , has made a film so unabashedly hopeful that it actually makes the heart soar .	0
103	she nearly glows with enthusiasm , sensuality and a conniving wit .	0
104	what remains is a variant of the nincompoop benigni persona , here a more annoying , though less angry version of the irresponsible sandlerian manchild , undercut by the voice of the star of road trip .	0
105	one of the most genuinely sweet films to come along in quite some time .	0
106	one ca n't shake the feeling that crossroads is nothing more than an hour-and-a-half-long commercial for britney 's latest album .	0
107	j. lo will earn her share of the holiday box office pie , although this movie makes one thing perfectly clear : she 's a pretty woman , but she 's no working girl .	0
108	classic cinema served up with heart and humor	0
109	a tired , predictable , bordering on offensive , waste of time , money and celluloid .	0
110	an enormously entertaining movie , like nothing we 've ever seen before , and yet completely familiar .	0
111	a hypnotic cyber hymn and a cruel story of youth culture .	0
112	you 'll find yourself wishing that you and they were in another movie .	0
114	while it 's all quite tasteful to look at , the attention process tends to do a little fleeing of its own .	0
115	chan 's stunts are limited and so embellished by editing that there 's really not much of a sense of action or even action-comedy .	0
117	an oddity , to be sure , but one that you might wind up remembering with a degree of affection rather than revulsion .	0
118	a perfectly pleasant if slightly pokey comedy .	0
119	mendes still does n't quite know how to fill a frame .	0
120	this is a third-person story now , told by hollywood , and much more ordinary for it .	0
121	it made me realize that we really have n't had a good cheesy b-movie playing in theaters since ... well ... since last week 's reign of fire .	0
122	chen films the resolutely downbeat smokers only with every indulgent , indie trick in the book .	0
123	a major waste ... generic .	0
124	the documentary is much too conventional -- lots of boring talking heads , etc. -- to do the subject matter justice .	0
125	too clever by about nine-tenths .	0
126	this one aims for the toilet and scores a direct hit .	0
127	berling and béart ... continue to impress , and isabelle huppert ... again shows uncanny skill in getting under the skin of her characters .	0
128	for all the time we spend with these people , we never really get inside of them .	0
129	despite the surface attractions -- conrad l. hall 's cinematography will likely be nominated for an oscar next year -- there 's something impressive and yet lacking about everything .	0
130	the problem with the film is whether these ambitions , laudable in themselves , justify a theatrical simulation of the death camp of auschwitz ii-birkenau .	0
131	the punch lines that miss , unfortunately , outnumber the hits by three-to-one .	0
132	if swimfan does catch on , it may be because teens are looking for something to make them laugh .	0
133	a dull , somnambulant exercise in pretension whose pervasive quiet is broken by frequent outbursts of violence and noise .	0
134	this is pure , exciting moviemaking .	0
135	a must-see for fans of thoughtful war films and those interested in the sights and sounds of battle .	0
136	on its own , it 's not very interesting .	0
137	the film has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed , arbitrarily plotted and filled with crude humor and vulgar innuendo .	0
139	no thanks .	0
140	there 's something to be said for a studio-produced film that never bothers to hand viewers a suitcase full of easy answers .	0
142	a cockeyed shot all the way .	0
143	the very simple story seems too simple and the working out of the plot almost arbitrary .	0
144	... unspeakably , unbearably dull , featuring reams of flatly delivered dialogue and a heroine who comes across as both shallow and dim-witted .	0
145	a sentimental hybrid that could benefit from the spice of specificity .	0
146	jacobi , the most fluent of actors , is given relatively dry material from nijinsky 's writings to perform , and the visuals , even erotically frank ones , become dullingly repetitive .	0
147	who knows , but it works under the direction of kevin reynolds .	0
148	while the transgressive trappings (especially the frank sex scenes) ensure that the film is never dull , rodrigues 's beast-within metaphor is ultimately rather silly and overwrought , making the ambiguous ending seem goofy rather than provocative .	0
149	one well-timed explosion in a movie can be a knockout , but a hundred of them can be numbing .	0
150	a simpler , leaner treatment would have been preferable ; after all , being about nothing is sometimes funnier than being about something .	0
151	a ragbag of cliches .	0
152	my precious new star wars movie is a lumbering , wheezy drag ...	0
153	director todd solondz has made a movie about critical reaction to his two previous movies , and about his responsibility to the characters that he creates .	0
154	those 24-and-unders looking for their own caddyshack to adopt as a generational signpost may have to keep on looking .	0
155	an ugly-duckling tale so hideously and clumsily told it feels accidental .	0
156	it 's refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original .	0
157	it 's quite diverting nonsense .	0
158	collapses after 30 minutes into a slap-happy series of adolescent violence .	0
159	the problems and characters it reveals are universal and involving , and the film itself -- as well its delightful cast -- is so breezy , pretty and gifted , it really won my heart .	0
160	... del toro maintains a dark mood that makes the film seem like something to endure instead of enjoy .	0
161	beyond the cleverness , the weirdness and the pristine camerawork , one hour photo is a sobering meditation on why we take pictures .	0
162	the imax screen enhances the personal touch of manual animation .	0
163	ringu is a disaster of a story , full of holes and completely lacking in chills .	0
164	follows the original film virtually scene for scene and yet manages to bleed it almost completely dry of humor , verve and fun .	0
165	an invaluable historical document thanks to the filmmaker 's extraordinary access to massoud , whose charm , cultivation and devotion to his people are readily apparent .	0
166	... blade ii is still top-heavy with blazing guns , cheatfully filmed martial arts , disintegrating bloodsucker computer effects and jagged camera moves that serve no other purpose than to call attention to themselves .	0
169	every conceivable mistake a director could make in filming opera has been perpetrated here .	0
170	to build a feel-good fantasy around a vain dictator-madman is off-putting , to say the least , not to mention inappropriate and wildly undeserved .	0
171	due to stodgy , soap opera-ish dialogue , the rest of the cast comes across as stick figures reading lines from a teleprompter .	0
172	try this obscenely bad dark comedy , so crass that it makes edward burns ' sidewalks of new york look like oscar wilde .	0
173	an indispensable peek at the art and the agony of making people laugh .	0
174	there are few things more frustrating to a film buff than seeing an otherwise good movie marred beyond redemption by a disastrous ending .	0
175	not only are the film 's sopranos gags incredibly dated and unfunny , they also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were .	0
177	many insightful moments .	0
178	watching junk like this induces a kind of abstract guilt , as if you were paying dues for good books unread , fine music never heard .	0
179	nothing but one relentlessly depressing situation after another for its entire running time , something that you could easily be dealing with right now in your lives .	0
181	efteriades gives the neighborhood -- scenery , vibe and all -- the cinematic equivalent of a big , tender hug .	0
182	shows moments of promise but ultimately succumbs to cliches and pat storytelling .	0
183	rob schneider 's infantile cross-dressing routines fill the hot chick , the latest gimmick from this unimaginative comedian .	0
184	schaefer 's ... determination to inject farcical raunch ... drowns out the promise of the romantic angle .	0
186	that works .	0
188	think of it as gidget , only with muscles and a lot more smarts , but just as endearing and easy to watch .	0
189	a boring masquerade ball where normally good actors , even kingsley , are made to look bad .	0
191	beware the quirky brit-com .	0
192	the movie is virtually without context -- journalistic or historical .	0
193	a deliciously nonsensical comedy about a city coming apart at its seams .	0
194	it aimlessly and unsuccessfully attempts to fuse at least three dull plots into one good one .	0
196	the trick when watching godard is to catch the pitch of his poetics , savor the pleasure of his sounds and images , and ponder the historical , philosophical , and ethical issues that intersect with them .	0
197	skip the film and buy the philip glass soundtrack cd .	0
198	did we really need a remake of `` charade ? ''	0
199	an uninspired preachy and clichéd war film .	0
200	exciting documentary .	0
202	... post-september 11 , `` the sum of all fears '' seems more tacky and reprehensible , manipulating our collective fear without bestowing the subject with the intelligence or sincerity it unequivocally deserves .	0
203	whether or not ram dass proves as clear and reliable an authority on that as he was about inner consciousness , fierce grace reassures us that he will once again be an honest and loving one .	0
204	the trappings of i spy are so familiar you might as well be watching a rerun .	0
205	nair 's attention to detail creates an impeccable sense of place , while thurman and lewis give what can easily be considered career-best performances .	0
206	it could have been something special , but two things drag it down to mediocrity -- director clare peploe 's misunderstanding of marivaux 's rhythms , and mira sorvino 's limitations as a classical actress .	0
207	the crassness of this reactionary thriller is matched only by the ridiculousness of its premise .	0
208	conforms itself with creating a game of ` who 's who ' ... where the characters ' moves are often more predictable than their consequences .	0
209	nair does n't treat the issues lightly .	0
210	that jack nicholson makes this man so watchable is a tribute not only to his craft , but to his legend .	0
211	in addition to scoring high for originality of plot -- putting together familiar themes of family , forgiveness and love in a new way -- lilo & stitch has a number of other assets to commend it to movie audiences both innocent and jaded .	0
213	a worthwhile documentary , whether you 're into rap or not , even if it may still leave you wanting more answers as the credits roll .	0
214	the story suffers a severe case of oversimplification , superficiality and silliness .	0
216	the makers of mothman prophecies succeed in producing that most frightening of all movies -- a mediocre horror film too bad to be good and too good to be bad .	0
217	friday after next is the kind of film that could only be made by african-americans because of its broad racial insensitivity towards african-americans .	0
218	attal 's hang-ups surrounding infidelity are so old-fashioned and , dare i say , outdated , it 's a wonder that he could n't have brought something fresher to the proceedings simply by accident .	0
219	together writer-director danny verete 's three tales comprise a powerful and reasonably fulfilling gestalt .	0
220	scott delivers a terrific performance in this fascinating portrait of a modern lothario .	0
221	harmless fun .	0
222	with more character development this might have been an eerie thriller ; with better payoffs , it could have been a thinking man 's monster movie .	0
223	japanese director shohei imamura 's latest film is an odd but ultimately satisfying blend of the sophomoric and the sublime .	0
224	too bad .	0
225	all the movie 's narrative gymnastics ca n't disguise the fact that it 's inauthentic at its core and that its story just is n't worth telling .	0
226	hollywood ending is the most disappointing woody allen movie ever .	0
227	a horrible , 99-minute stink bomb .	0
228	david spade as citizen kane ?	0
230	femme fatale offers nothing more than a bait-and-switch that is beyond playing fair with the audience .	0
232	normally , rohmer 's talky films fascinate me , but when he moves his setting to the past , and relies on a historical text , he loses the richness of characterization that makes his films so memorable .	0
233	affable if not timeless , like mike raises some worthwhile themes while delivering a wholesome fantasy for kids .	0
234	as is often the case with ambitious , eager first-time filmmakers , mr. murray , a prolific director of music videos , stuffs his debut with more plot than it can comfortably hold .	0
235	funny , somber , absurd , and , finally , achingly sad , bartleby is a fine , understated piece of filmmaking .	0
238	the emotional overload of female angst irreparably drags the film down .	0
239	the script falls back on too many tried-and-true shenanigans that hardly distinguish it from the next teen comedy .	0
240	as an introduction to the man 's theories and influence , derrida is all but useless ; as a portrait of the artist as an endlessly inquisitive old man , however , it 's invaluable .	0
241	if you ever wondered what it would be like to be smack in the middle of a war zone armed with nothing but a camera , this oscar-nominated documentary takes you there .	0
242	mckay shows crushingly little curiosity about , or is ill-equipped to examine , the interior lives of the characters in his film , much less incorporate them into his narrative .	0
243	kids will love its fantasy and adventure , and grownups should appreciate its whimsical humor .	0
244	an edgy thriller that delivers a surprising punch .	0
245	an extraordinary dramatic experience .	0
246	everything was as superficial as the forced new jersey lowbrow accent uma had .	0
247	i encourage young and old alike to go see this unique and entertaining twist on the classic whale 's tale -- you wo n't be sorry !	0
248	by turns touching , raucously amusing , uncomfortable , and , yes , even sexy , never again is a welcome and heartwarming addition to the romantic comedy genre .	0
249	(h) ad i suffered and bled on the hard ground of ia drang , i 'd want something a bit more complex than we were soldiers to be remembered by .	0
250	what should have been a cutting hollywood satire is instead about as fresh as last week 's issue of variety .	0
251	gets the look and the period trappings right , but it otherwise drowns in a sea of visual and verbal clichés .	0
252	not only does the thoroughly formulaic film represent totally exemplify middle-of-the-road mainstream , it also represents glossy hollywood at its laziest .	0
253	the filmmakers ' eye for detail and the high standards of performance convey a strong sense of the girls ' environment .	0
256	i thought the relationships were wonderful , the comedy was funny , and the love ` real ' .	0
257	the cast is spot on and the mood is laid back .	0
258	diane lane works nothing short of a minor miracle in unfaithful .	0
259	time is a beautiful film to watch , an interesting and at times captivating take on loss and loneliness .	0
260	imagine kevin smith , the blasphemous bad boy of suburban jersey , if he were stripped of most of his budget and all of his sense of humor .	0
261	its salient points are simultaneously buried , drowned and smothered in the excesses of writer-director roger avary .	0
262	a funny , triumphant , and moving documentary .	0
265	a penetrating , potent exploration of sanctimony , self-awareness , self-hatred and self-determination .	0
266	despite its floating narrative , this is a remarkably accessible and haunting film .	0
268	the only thing scary about feardotcom is that the filmmakers and studio are brazen enough to attempt to pass this stinker off as a scary movie .	0
269	thoughtless , random , superficial humour and a lot of very bad scouse accents	0
270	starts out ballsy and stylish but fails to keep it up and settles into clichés .	0
271	an imponderably stilted and self-consciously arty movie .	0
272	her fans walked out muttering words like `` horrible '' and `` terrible , '' but had so much fun dissing the film that they did n't mind the ticket cost .	0
273	a live-action cartoon , a fast-moving and cheerfully simplistic 88 minutes of exaggerated action put together with the preteen boy in mind .	0
274	phillip noyce and all of his actors -- as well as his cinematographer , christopher doyle -- understand the delicate forcefulness of greene 's prose , and it 's there on the screen in their version of the quiet american .	0
275	a dark , quirky road movie that constantly defies expectation .	0
276	with an obvious rapport with her actors and a striking style behind the camera , hélène angel is definitely a director to watch .	0
277	the attempt to build up a pressure cooker of horrified awe emerges from the simple fact that the movie has virtually nothing to show .	0
278	a terrific b movie -- in fact , the best in recent memory .	0
280	the script was reportedly rewritten a dozen times -- either 11 times too many or else too few .	0
281	the piano teacher , like its title character , is repellantly out of control .	0
282	this movie has the usual impossible stunts ... but it has just as many scenes that are lean and tough enough to fit in any modern action movie .	0
284	in a big corner office in hell , satan is throwing up his hands in surrender , is firing his r&d people , and has decided he will just screen the master of disguise 24\/7 .	0
286	an example of quiet , confident craftsmanship that tells a sweet , charming tale of intergalactic friendship .	0
287	daringly perceptive , taut , piercing and feisty , biggie and tupac is undeniably subversive and involving in its bold presentation .	0
288	a mature , deeply felt fantasy of a director 's travel through 300 years of russian history .	0
289	more timely than its director could ever have dreamed , this quietly lyrical tale probes the ambiguous welcome extended by iran to the afghani refugees who streamed across its borders , desperate for work and food .	0
290	the movie is too amateurishly square to make the most of its own ironic implications .	0
292	the film itself is about something very interesting and odd that would probably work better as a real documentary without the insinuation of mediocre acting or a fairly trite narrative .	0
293	mib ii is a movie that makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand and\/or restroom and not feel as if he or she has missed anything .	0
294	an honest , sensitive story from a vietnamese point of view .	0
295	as an actress , madonna is one helluva singer .	0
298	partly a schmaltzy , by-the-numbers romantic comedy , partly a shallow rumination on the emptiness of success -- and entirely soulless .	0
300	impostor ca n't think of a thing to do with these characters except have them run through dark tunnels , fight off various anonymous attackers , and evade elaborate surveillance technologies .	0
301	so much about the film is loopy and ludicrous ... that it could have been a hoot in a bad-movie way if the laborious pacing and endless exposition had been tightened .	0
302	quitting offers piercing domestic drama with spikes of sly humor .	0
303	a moving story of determination and the human spirit .	0
304	` yes , that 's right : it 's forrest gump , angel of death . '	0
305	the whole thing comes off like a particularly amateurish episode of bewitched that takes place during spring break .	0
306	the humor and humanity of monsoon wedding are in perfect balance .	0
307	the first five minutes will have you talking 'til the end of the year !	0
308	just is n't as weird as it ought to be .	0
309	the emperor 's club , ruthless in its own placid way , finds one of our most conservative and hidebound movie-making traditions and gives it new texture , new relevance , new reality .	0
310	the film did n't convince me that calvin jr. 's barbershop represents some sort of beacon of hope in the middle of chicago 's south side .	0
311	unwieldy contraption .	0
312	an instance of an old dog not only learning but inventing a remarkable new trick .	0
313	as a remake , it 's a pale imitation .	0
314	a fantastically vital movie that manages to invest real humor , sensuality , and sympathy into a story about two adolescent boys .	0
315	an uncomfortable movie , suffocating and sometimes almost senseless , the grey zone does have a center , though a morbid one .	0
316	... a bland murder-on-campus yawner .	0
317	the movie is well done , but slow .	0
319	how inept is serving sara ?	0
320	shyamalan offers copious hints along the way -- myriad signs , if you will -- that beneath the familiar , funny surface is a far bigger , far more meaningful story than one in which little green men come to earth for harvesting purposes .	0
322	is a question for philosophers , not filmmakers ; all the filmmakers need to do is engage an audience .	0
323	shows that jackie chan is getting older , and that 's something i would rather live in denial about	0
325	boring and meandering .	0
326	the filmmakers know how to please the eye , but it is not always the prettiest pictures that tell the best story .	0
327	a long , dull procession of despair , set to cello music culled from a minimalist funeral .	0
329	pure cinematic intoxication , a wildly inventive mixture of comedy and melodrama , tastelessness and swooning elegance .	0
330	it has become apparent that the franchise 's best years are long past .	0
331	attal pushes too hard to make this a comedy or serious drama .	0
333	it 's both sitcomishly predictable and cloying in its attempts to be poignant .	0
334	a venturesome , beautifully realized psychological mood piece that reveals its first-time feature director 's understanding of the expressive power of the camera .	0
335	handsome and sophisticated approach to the workplace romantic comedy .	0
336	the dangerous lives of altar boys ' take on adolescence feels painfully true .	0
338	even with its $ 50-million us budget , pinocchio never quite achieves the feel of a fanciful motion picture .	0
340	it 's a piece of handiwork that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety .	0
341	an undeniably gorgeous , terminally smitten document of a troubadour , his acolytes , and the triumph of his band .	0
342	the movie weighs no more than a glass of flat champagne .	0
343	you do n't know whether to admire the film 's stately nature and call it classicism or be exasperated by a noticeable lack of pace .	0
344	... pays tribute to heroes the way julia roberts hands out awards -- with phony humility barely camouflaging grotesque narcissism .	0
345	one of those exceedingly rare films in which the talk alone is enough to keep us involved .	0
346	ah-nuld 's action hero days might be over .	0
347	belongs in the too-hot-for-tv direct-to-video\/dvd category , and this is why i have given it a one-star rating .	0
348	` punch-drunk love is so convinced of its own brilliance that , if it were a person , you 'd want to smash its face in . '	0
349	a sense of real magic , perhaps .	0
350	the world needs more filmmakers with passionate enthusiasms like martin scorsese .	0
351	(a) devastatingly powerful and astonishingly vivid holocaust drama .	0
352	coppola has made a film of intoxicating atmosphere and little else .	0
353	vincent gallo is right at home in this french shocker playing his usual bad boy weirdo role .	0
354	the film 's most improbable feat ?	0
356	when it 's this rich and luscious , who cares ?	0
357	just another generic drama that has nothing going for it other than its exploitive array of obligatory cheap thrills .	0
358	it 's replaced by some dramatic scenes that are jarring and deeply out of place in what could have (and probably should have) been a lighthearted comedy .	0
359	a generic international version of a typical american horror film .	0
360	puts on airs of a hal hartley wannabe film -- without the vital comic ingredient of the hilarious writer-director himself .	0
361	the quirky and recessive charms of co-stars martin donovan and mary-louise parker help overcome the problematic script .	0
363	(taymor) utilizes the idea of making kahlo 's art a living , breathing part of the movie , often catapulting the artist into her own work .	0
364	bogdanovich puts history in perspective and , via kirsten dunst 's remarkable performance , he showcases davies as a young woman of great charm , generosity and diplomacy .	0
365	an impressive hybrid .	0
366	is n't as sharp as the original ... despite some visual virtues , ` blade ii ' just does n't cut it .	0
367	as warm as it is wise , deftly setting off uproarious humor with an underlying seriousness that sneaks up on the viewer , providing an experience that is richer than anticipated .	0
368	arteta paints a picture of lives lived in a state of quiet desperation .	0
369	(barry) gives assassin a disquieting authority .	0
370	dark and unrepentant , this excursion into the epicenter of percolating mental instability is not easily dismissed or forgotten .	0
371	never capitalizes on this concept and opts for the breezy and amateurish feel of an after school special on the subject of tolerance .	0
373	one of the most exciting action films to come out of china in recent years .	0
374	` the war of the roses , ' trailer-trash style .	0
375	the film feels uncomfortably real , its language and locations bearing the unmistakable stamp of authority .	0
376	there are some movies that hit you from the first scene and you know it 's going to be a trip .	0
377	fails as a dystopian movie , as a retooling of fahrenheit 451 , and even as a rip-off of the matrix .	0
378	this is one of the outstanding thrillers of recent years .	0
379	even by the intentionally low standards of frat-boy humor , sorority boys is a bowser .	0
380	this real-life hollywood fairy-tale is more engaging than the usual fantasies hollywood produces .	0
381	plummer steals the show without resorting to camp as nicholas ' wounded and wounding uncle ralph .	0
383	it 's a long way from orwell 's dark , intelligent warning cry (1984) to the empty stud knockabout of equilibrium , and what once was conviction is now affectation .	0
384	... liotta is put in an impossible spot because his character 's deceptions ultimately undo him and the believability of the entire scenario .	0
385	an ambitious ` what if ? '	0
387	while the ensemble player who gained notice in guy ritchie 's lock , stock and two smoking barrels and snatch has the bod , he 's unlikely to become a household name on the basis of his first starring vehicle .	0
388	this is a movie that is what it is : a pleasant distraction , a friday night diversion , an excuse to eat popcorn .	0
389	there 's an excellent 90-minute film here ; unfortunately , it runs for 170 .	0
390	a fascinating , bombshell documentary that should shame americans , regardless of whether or not ultimate blame finally lies with kissinger .	0
391	it 's light on the chills and heavy on the atmospheric weirdness , and there are moments of jaw-droppingly odd behavior -- yet i found it weirdly appealing .	0
392	we do n't get paid enough to sit through crap like this .	0
393	supposedly authentic account of a historical event that 's far too tragic to merit such superficial treatment .	0
395	bad and baffling from the get-go .	0
396	if you love him , you 'll like it .	0
397	there 's just something about watching a squad of psychopathic underdogs whale the tar out of unsuspecting lawmen that reaches across time and distance .	0
398	a beautiful , entertaining two hours .	0
400	takes a simple premise and carries it to unexpected heights .	0
401	a highly spirited , imaginative kid 's movie that broaches neo-augustinian theology : is god stuck in heaven because he 's afraid of his best-known creation ?	0
402	with `` ichi the killer '' , takashi miike , japan 's wildest filmmaker gives us a crime fighter carrying more emotional baggage than batman ...	0
404	... unbearably lame .	0
406	that rare film whose real-life basis is , in fact , so interesting that no embellishment is needed .	0
407	gay or straight , kissing jessica stein is one of the greatest date movies in years .	0
408	a high-minded snoozer .	0
409	like its new england characters , most of whom wander about in thick clouds of denial , the movie eventually gets around to its real emotional business , striking deep chords of sadness .	0
410	a gripping drama .	0
411	i 'm not sure these words have ever been together in the same sentence : this erotic cannibal movie is boring .	0
413	kids who are into this thornberry stuff will probably be in wedgie heaven .	0
414	at best this is a film for the under-7 crowd .	0
415	(an) absorbing documentary .	0
416	notwithstanding my problem with the movie 's final half hour , i 'm going to recommend secretary , based on the wonderful acting clinic put on by spader and gyllenhaal , and also the unique way shainberg goes about telling what at heart is a sweet little girl -	0
