"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"jason x has cheesy effects and a hoary plot , but its macabre , self deprecating sense of humor [[makes]] up for a lot","jason x has cheesy effects and a hoary plot , but its macabre , self deprecating sense of humor [[comes]] up for a lot",0.08598935604095459,0.5154922008514404,1.0,0.0,1.0,59.0,"Successful"
"even as lame [[horror]] [[flicks]] [[go]] , this is lame","even as lame [[life]] [[accidents]] [[fail]] , this is lame",0.0013139843940734863,0.112629234790802,0.0,0.0,0.0,177.0,"Failed"
"oft described as the antidote to american pie type sex comedies , it actually has a bundle in common with them , as the film diffuses every opportunity for a breakthrough","oft described as the antidote to american pie type sex comedies , it actually has a bundle in common with them , as the film diffuses every opportunity for a breakthrough",0.9860352873802185,0.9860352873802185,1.0,1.0,0.0,1.0,"Skipped"
"though the violence is far [[less]] sadistic than usual , the film is typical miike fast , furious and [[full]] of off the cuff imaginative flourishes","though the violence is far [[worse]] sadistic than usual , the film is typical miike fast , furious and [[clean]] of off the cuff imaginative flourishes",0.0012407302856445312,0.6168639063835144,1.0,0.0,1.0,68.0,"Successful"
"when a set of pre shooting guidelines a director [[came]] up with for his actors turns out to be cleverer , better [[written]] and of considerable more interest than the finished film , that 's a [[bad]] sign","when a set of pre shooting guidelines a director [[took]] up with for his actors turns out to be cleverer , better [[read]] and of considerable more interest than the finished film , that 's a [[good]] sign",0.0013257265090942383,0.5880237817764282,0.0,1.0,0.0,85.0,"Successful"
"the passions aroused by the discord between old and new cultures are [[set]] against the strange , stark beauty of the mideast desert , so [[lovingly]] and perceptively filmed that you can almost taste the desiccated air","the passions aroused by the discord between old and new cultures are [[turned]] against the strange , stark beauty of the mideast desert , so [[coldly]] and perceptively filmed that you can almost taste the desiccated air",0.0007841587066650391,0.5237569808959961,1.0,0.0,1.0,98.0,"Successful"
"if your senses have [[n't]] been dulled by slasher films and gorefests , if you 're a connoisseur of psychological horror , this is your ticket","if your senses have [[only]] been dulled by slasher films and gorefests , if you 're a connoisseur of psychological horror , this is your ticket",0.16007888317108154,0.591168999671936,1.0,0.0,1.0,65.0,"Successful"
"any one [[episode]] of the sopranos would send this ill conceived folly to sleep with the fishes","any one [[out]] of the sopranos would send this ill conceived folly to sleep with the fishes",0.0019738078117370605,0.004571676254272461,0.0,0.0,0.0,22.0,"Failed"
"as conceived by mr schaeffer , christopher and grace are [[little]] more than collections of quirky traits lifted from a screenwriter 's outline and thrown at actors charged with the impossible task of making them jell","as conceived by mr schaeffer , christopher and grace are [[really]] more than collections of quirky traits lifted from a screenwriter 's outline and thrown at actors charged with the impossible task of making them jell",0.006629824638366699,0.6878167390823364,0.0,1.0,0.0,70.0,"Successful"
"those who managed to avoid the deconstructionist [[theorizing]] of french philosopher jacques derrida in college can now take an 85 minute brush up course with the documentary derrida","those who managed to avoid the deconstructionist [[style]] of french philosopher jacques derrida in college can now take an 85 minute brush up course with the documentary derrida",0.3387683629989624,0.6937841176986694,0.0,1.0,0.0,67.0,"Successful"
"most new movies have a [[bright]] sheen","most new movies have a [[bad]] sheen",0.0010499358177185059,0.9991127252578735,1.0,0.0,1.0,37.0,"Successful"
"but what saves lives on the freeway does not necessarily [[make]] for persuasive viewing","but what saves lives on the freeway does not necessarily [[stop]] for persuasive viewing",0.002627849578857422,0.9701107144355774,0.0,1.0,0.0,64.0,"Successful"
"steve [[irwin]] 's method is ernest [[hemmingway]] at accelerated speed and volume","steve [[baker]] 's method is ernest [[brake]] at accelerated speed and volume",0.012792766094207764,0.7152436971664429,1.0,0.0,1.0,105.0,"Successful"
"nicely serves as an [[examination]] of a [[society]] in transition","nicely serves as an [[equivalent]] of a [[year]] in transition",0.001155257225036621,0.7805154323577881,1.0,0.0,1.0,110.0,"Successful"
"the film would work [[much]] [[better]] as a video installation in a museum , where viewers would be free to leave","the film would work [[as]] [[larger]] as a video installation in a museum , where viewers would be free to leave",0.002981901168823242,0.31663328409194946,0.0,0.0,0.0,45.0,"Failed"
"culkin exudes [[none]] of the charm or charisma that might keep a more general audience even vaguely interested in his bratty character","culkin exudes [[kind]] of the charm or charisma that might keep a more general audience even vaguely interested in his bratty character",0.0010080933570861816,0.9973309636116028,0.0,1.0,0.0,39.0,"Successful"
"the whole thing plays out with the drowsy [[heaviness]] of synchronized swimmer wearing a wool wetsuit","the whole thing plays out with the drowsy [[energy]] of synchronized swimmer wearing a wool wetsuit",0.010198414325714111,0.3599172830581665,0.0,0.0,0.0,56.0,"Failed"
"not a cozy or ingratiating work , but it 's challenging , sometimes clever , and [[always]] [[interesting]] , and those are reasons enough to see it","not a cozy or ingratiating work , but it 's challenging , sometimes clever , and [[never]] [[fascinating]] , and those are reasons enough to see it",0.00040584802627563477,0.0028008222579956055,1.0,1.0,1.0,53.0,"Failed"
"the premise for this kegger comedy [[probably]] [[sounded]] brilliant four six packs and a pitcher of margaritas in , but the film [[must]] have been written in the thrall of a vicious hangover","the premise for this kegger comedy [[just]] [[did]] brilliant four six packs and a pitcher of margaritas in , but the film [[things]] have been written in the thrall of a vicious hangover",0.0028377175331115723,0.0678521990776062,0.0,0.0,0.0,92.0,"Failed"
"it 's a [[pleasure]] to see seinfeld griping about the biz with [[buddies]] chris rock , garry [[shandling]] and colin quinn","it 's a [[while]] to see seinfeld griping about the biz with [[characters]] chris rock , garry [[lunch]] and colin quinn",0.0008184313774108887,0.307046115398407,1.0,1.0,1.0,98.0,"Failed"
"finally , a genre movie that [[delivers]] in a couple of genres , no less","finally , a genre movie that [[ran]] in a couple of genres , no less",0.00044161081314086914,0.8762122392654419,1.0,0.0,1.0,64.0,"Successful"
"the low budget full frontal was one of the year 's murkiest , [[intentionally]] obscure and self indulgent pictures , and solaris is its big budget brother","the low budget full frontal was one of the year 's murkiest , [[even]] obscure and self indulgent pictures , and solaris is its big budget brother",0.0015033483505249023,0.006486475467681885,0.0,0.0,0.0,41.0,"Failed"
"exquisitely acted and masterfully if preciously interwoven lrb the film rrb addresses in a [[fascinating]] , intelligent manner the intermingling of race , politics and local commerce","exquisitely acted and masterfully if preciously interwoven lrb the film rrb addresses in a [[brief]] , intelligent manner the intermingling of race , politics and local commerce",0.00039130449295043945,0.00048291683197021484,1.0,1.0,1.0,53.0,"Failed"
"an enthralling , playful film that [[constantly]] frustrates our desire to know the ` [[truth]] ' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless [[give]] his blessing to","an enthralling , playful film that [[severely]] frustrates our desire to know the ` [[truths]] ' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless [[require]] his blessing to",0.0008743405342102051,0.1995532512664795,1.0,1.0,1.0,104.0,"Failed"
"as a [[singular]] [[character]] study , it 's perfect","as a [[final]] [[group]] study , it 's perfect",0.000292360782623291,0.001324474811553955,1.0,1.0,1.0,147.0,"Failed"
"haneke [[challenges]] [[us]] to confront the reality of sexual aberration","haneke [[ordered]] [[himself]] to confront the reality of sexual aberration",0.011507391929626465,0.9340803027153015,1.0,0.0,1.0,67.0,"Successful"
"an experience so [[engrossing]] it is like being buried in a new environment","an experience so [[terrifying]] it is like being buried in a new environment",0.008716344833374023,0.9835931062698364,1.0,0.0,1.0,16.0,"Successful"
"all the performances are top [[notch]] and , once you get through the accents , all or nothing becomes an emotional , though still positive , wrench of a sit","all the performances are top [[lessness]] and , once you get through the accents , all or nothing becomes an emotional , though still positive , wrench of a sit",0.001369178295135498,0.8561723828315735,1.0,0.0,1.0,41.0,"Successful"
"a cockamamie tone poem pitched precipitously between [[swoony]] lyricism and violent catastrophe the most aggressively [[nerve]] wracking and screamingly neurotic romantic comedy in [[cinema]] history","a cockamamie tone poem pitched precipitously between [[crude]] lyricism and violent catastrophe the most aggressively [[brain]] wracking and screamingly neurotic romantic comedy in [[stage]] history",0.1021416187286377,0.8674467206001282,1.0,0.0,1.0,87.0,"Successful"
"i do [[n't]] have an i am sam clue","i do [[always]] have an i am sam clue",0.0010894536972045898,0.9965810179710388,0.0,1.0,0.0,50.0,"Successful"
"zhang yimou delivers warm , [[genuine]] characters who lie not through dishonesty , but because they [[genuinely]] believe it 's the only way to bring happiness to their loved ones","zhang yimou delivers warm , [[innocent]] characters who lie not through dishonesty , but because they [[falsely]] believe it 's the only way to bring happiness to their loved ones",0.0003978610038757324,0.0006722211837768555,1.0,1.0,1.0,86.0,"Failed"
"the pleasures of super troopers may be [[fleeting]] , but they 'll register strongly with anybody who [[still]] retains a soft spot for precollegiate humor","the pleasures of super troopers may be [[mild]] , but they 'll register strongly with anybody who [[merely]] retains a soft spot for precollegiate humor",0.0009703636169433594,0.010002434253692627,1.0,1.0,1.0,68.0,"Failed"
"the thrill is [[lrb]] [[long]] rrb gone","the thrill is [[good]] [[where]] rrb gone",0.005059361457824707,0.9979168176651001,0.0,1.0,0.0,19.0,"Successful"
"much monkeyfun for all","much monkeyfun for all",0.989035427570343,0.989035427570343,0.0,0.0,1.0,1.0,"Skipped"
"a [[dreary]] , incoherent , self indulgent mess of a movie in which a [[bunch]] of pompous windbags drone on inanely for [[two]] [[hours]] a cacophony of pretentious , meaningless prattle","a [[funny]] , incoherent , self indulgent mess of a movie in which a [[crowd]] of pompous windbags drone on inanely for [[one]] [[amidst]] a cacophony of pretentious , meaningless prattle",0.0007562637329101562,0.013227403163909912,0.0,0.0,0.0,118.0,"Failed"
"much of the way , though , this is a [[refreshingly]] novel ride","much of the way , though , this is a [[longer]] novel ride",0.0003165006637573242,0.8162649869918823,1.0,0.0,1.0,13.0,"Successful"
"for the first time in several years , mr allen has surpassed himself with the [[magic]] he 's spun with the hollywood empress of ms leoni 's ellie","for the first time in several years , mr allen has surpassed himself with the [[way]] he 's spun with the hollywood empress of ms leoni 's ellie",0.0007458329200744629,0.0007867813110351562,1.0,1.0,1.0,29.0,"Failed"
"one scarcely [[needs]] the subtitles to enjoy this colorful action farce","one scarcely [[possesses]] the subtitles to enjoy this colorful action farce",0.003298461437225342,0.9928462505340576,1.0,0.0,1.0,61.0,"Successful"
"as it abruptly crosscuts among the five friends , it [[fails]] to lend the characters ' individual stories enough dramatic resonance to make us care about them","as it abruptly crosscuts among the five friends , it [[succeeds]] to lend the characters ' individual stories enough dramatic resonance to make us care about them",0.0011560916900634766,0.9991815090179443,0.0,1.0,0.0,38.0,"Successful"
"what might have been a predictably [[heartwarming]] tale is suffused with complexity","what might have been a predictably [[reassuring]] tale is suffused with complexity",0.07221800088882446,0.8871440291404724,1.0,0.0,1.0,18.0,"Successful"
"with generic sets and b [[grade]] special effects , jason is about as convincing on the sci fi front as tv 's [[defunct]] cleopatra 2525","with generic sets and b [[ly]] special effects , jason is about as convincing on the sci fi front as tv 's [[amazing]] cleopatra 2525",0.0017687678337097168,0.003164827823638916,0.0,0.0,0.0,62.0,"Failed"
"this is simply the most [[fun]] you 'll [[ever]] have with a documentary !","this is simply the most [[contact]] you 'll [[inevitably]] have with a documentary !",0.00039893388748168945,0.9793844819068909,1.0,0.0,1.0,70.0,"Successful"
"it represents better than average movie making that does [[n't]] demand a dumb , distracted audience","it represents better than average movie making that does [[instead]] demand a dumb , distracted audience",0.0007489323616027832,0.895167887210846,1.0,0.0,1.0,44.0,"Successful"
"the sum of the [[parts]] equals [[largely]] a [[confused]] mediocrity","the sum of the [[benefits]] equals [[even]] a [[lower]] mediocrity",0.0008523464202880859,0.9862299561500549,0.0,1.0,0.0,120.0,"Successful"
"it may be an easy swipe to take , but this barbershop just does [[n't]] make the cut","it may be an easy swipe to take , but this barbershop just does [[eventually]] make the cut",0.000937044620513916,0.9955099821090698,0.0,1.0,0.0,42.0,"Successful"
"the fact that the rookie is a nearly impeccable cinematic experience and a [[wonderful]] all ages triumph besides is a miracle [[akin]] to the story the film portrays","the fact that the rookie is a nearly impeccable cinematic experience and a [[famous]] all ages triumph besides is a miracle [[attributed]] to the story the film portrays",0.00027507543563842773,0.0004546046257019043,1.0,1.0,1.0,86.0,"Failed"
"how on earth , or anywhere else , did director ron underwood manage to [[blow]] 100 million on this ?","how on earth , or anywhere else , did director ron underwood manage to [[lavish]] 100 million on this ?",0.004223644733428955,0.019335150718688965,0.0,0.0,0.0,51.0,"Failed"
"for all its failed connections , divine secrets of the ya ya sisterhood is [[nurturing]] , in a gauzy , dithering way","for all its failed connections , divine secrets of the ya ya sisterhood is [[conveyed]] , in a gauzy , dithering way",0.46719086170196533,0.9882474541664124,1.0,0.0,1.0,28.0,"Successful"
"as are its star , its [[attitude]] and its obliviousness","as are its star , its [[speed]] and its obliviousness",0.2677519917488098,0.9374978542327881,0.0,1.0,0.0,59.0,"Successful"
"sluggishly directed by episodic [[tv]] veteran joe zwick , it 's a sitcom [[without]] the snap crackle","sluggishly directed by episodic [[television]] veteran joe zwick , it 's a sitcom [[that]] the snap crackle",0.0023993849754333496,0.008284389972686768,0.0,0.0,0.0,46.0,"Failed"
"a dream [[cast]] of solid female talent who [[build]] a seamless ensemble","a dream [[t]] of solid female talent who [[needed]] a seamless ensemble",0.0002929568290710449,0.7131147384643555,1.0,0.0,1.0,109.0,"Successful"
"the plot is straight off the shelf , the performances are television caliber and the message of providing solace through deception is a [[little]] creepy","the plot is straight off the shelf , the performances are television caliber and the message of providing solace through deception is a [[sure]] creepy",0.012445807456970215,0.8432643413543701,0.0,1.0,0.0,40.0,"Successful"
"instead of [[accurately]] accounting a terrible true story , the film 's more determined to [[become]] the next texas chainsaw massacre","instead of [[only]] accounting a terrible true story , the film 's more determined to [[defeat]] the next texas chainsaw massacre",0.004318714141845703,0.847144603729248,0.0,1.0,0.0,102.0,"Successful"
"the movie is [[well]] shot and very tragic , and one to ponder after the credits roll","the movie is [[highly]] shot and very tragic , and one to ponder after the credits roll",0.002426326274871826,0.729075014591217,1.0,0.0,1.0,50.0,"Successful"
"it is ridiculous , of [[course]] but it is [[also]] refreshing , disarming , and just outright enjoyable despite its ridiculousness","it is ridiculous , of [[time]] but it is [[equally]] refreshing , disarming , and just outright enjoyable despite its ridiculousness",0.0005671381950378418,0.0006775856018066406,1.0,1.0,1.0,29.0,"Failed"
"everything you loved about it in 1982 is still there , for [[everybody]] who wants to be a kid again , or show it to their own kids","everything you loved about it in 1982 is still there , for [[nobody]] who wants to be a kid again , or show it to their own kids",0.002454698085784912,0.7519959211349487,1.0,0.0,1.0,37.0,"Successful"
"tadpole is a [[sophisticated]] , [[funny]] and [[good]] [[natured]] [[treat]] , [[slight]] but a pleasure","tadpole is a [[patient]] , [[polite]] and [[better]] [[able]] [[friend]] , [[was]] but a pleasure",0.0004054903984069824,0.09808391332626343,1.0,1.0,1.0,163.0,"Failed"
"a [[turgid]] [[little]] [[history]] lesson , humourless and dull","a [[delightful]] [[good]] [[chess]] lesson , humourless and dull",0.0009627342224121094,0.9553444981575012,0.0,1.0,0.0,127.0,"Successful"
"the cartoon that is n't [[really]] good enough to be on afternoon tv is now a movie that is [[n't]] really good enough to be in theaters","the cartoon that is n't [[just]] good enough to be on afternoon tv is now a movie that is [[certainly]] really good enough to be in theaters",0.0007967352867126465,0.9576234221458435,0.0,1.0,0.0,88.0,"Successful"
"a sensual performance from abbass buoys the flimsy story , but her inner journey is largely unexplored and we 're left wondering about this exotic looking woman whose emotional depths are only hinted at","a sensual performance from abbass buoys the flimsy story , but her inner journey is largely unexplored and we 're left wondering about this exotic looking woman whose emotional depths are only hinted at",0.6331225037574768,0.6331225037574768,0.0,0.0,1.0,1.0,"Skipped"
"a harmless and mildly [[amusing]] family comedy","a harmless and mildly [[boring]] family comedy",0.0005597472190856934,0.7951900362968445,1.0,0.0,1.0,52.0,"Successful"
"not ` terrible filmmaking ' bad , but more [[like]] , ' i once had a nightmare like this , and it 's now coming true ' bad","not ` terrible filmmaking ' bad , but more [[than]] , ' i once had a nightmare like this , and it 's now coming true ' bad",0.004934251308441162,0.010037899017333984,0.0,0.0,0.0,25.0,"Failed"
"a movie that , rather than skip along the seine , more or [[less]] [[slogs]] its way through soggy paris , tongue [[uncomfortably]] in cheek","a movie that , rather than skip along the seine , more or [[else]] [[inched]] its way through soggy paris , tongue [[firmly]] in cheek",0.0030241012573242188,0.611040472984314,0.0,1.0,0.0,51.0,"Successful"
"it does succeed by following a feel good formula with a winning [[style]] , and by offering its target audience of urban kids some [[welcome]] role models and optimism","it does succeed by following a feel good formula with a winning [[design]] , and by offering its target audience of urban kids some [[better]] role models and optimism",0.0003752708435058594,0.0008259415626525879,1.0,1.0,1.0,63.0,"Failed"
"lrb schweiger is rrb [[talented]] and terribly charismatic , qualities essential to both movie stars and social anarchists","lrb schweiger is rrb [[big]] and terribly charismatic , qualities essential to both movie stars and social anarchists",0.0005238652229309082,0.0006135702133178711,1.0,1.0,1.0,25.0,"Failed"
"a well acted and well intentioned snoozer","a well acted and well intentioned snoozer",0.9992557764053345,0.9992557764053345,1.0,1.0,0.0,1.0,"Skipped"
"serry does a [[fine]] job of capturing the climate of the times and , perhaps unwittingly , relating it to what is happening in america in 2002","serry does a [[poor]] job of capturing the climate of the times and , perhaps unwittingly , relating it to what is happening in america in 2002",0.0004919767379760742,0.9914117455482483,1.0,0.0,1.0,57.0,"Successful"
"for all its alleged youthful fire , xxx is no less subservient to bond 's tired formula of guns , girls and gadgets while brandishing a new action hero","for all its alleged youthful fire , xxx is no less subservient to bond 's tired formula of guns , girls and gadgets while brandishing a new action hero",0.864488422870636,0.864488422870636,1.0,1.0,0.0,1.0,"Skipped"
"this cuddly sequel to the 1999 hit is a [[little]] more visually polished , a little funnier , and a [[little]] more madcap","this cuddly sequel to the 1999 hit is a [[tad]] more visually polished , a little funnier , and a [[second]] more madcap",0.0217626690864563,0.03878903388977051,1.0,1.0,1.0,36.0,"Failed"
"now it 's just tired","now it 's just tired",0.0012335777282714844,0.0012335777282714844,0.0,0.0,0.0,6.0,"Failed"
"not so [[much]] a movie as a picture book for the big screen","not so [[just]] a movie as a picture book for the big screen",0.013798177242279053,0.7461600303649902,0.0,1.0,0.0,32.0,"Successful"
"it 's difficult to say [[whether]] the tuxedo is more [[boring]] or embarrassing i 'm prepared to [[call]] it a draw","it 's difficult to say [[that]] the tuxedo is more [[exciting]] or embarrassing i 'm prepared to [[calls]] it a draw",0.0024672746658325195,0.015565454959869385,0.0,0.0,0.0,28.0,"Failed"
"about as satisfying and [[predictable]] as the fare at your local drive through","about as satisfying and [[delicious]] as the fare at your local drive through",0.0026844143867492676,0.5318892002105713,0.0,1.0,0.0,39.0,"Successful"
"the [[movie]] succumbs to being [[nothing]] more than a [[formulaic]] chase in the dark","the [[world]] succumbs to being [[was]] more than a [[merry]] chase in the dark",0.00100630521774292,0.8604404926300049,0.0,1.0,0.0,113.0,"Successful"
"as lo fi as the special effects are , the folks who cobbled nemesis together indulge the force of humanity over hardware in a [[way]] that george lucas has long forgotten","as lo fi as the special effects are , the folks who cobbled nemesis together indulge the force of humanity over hardware in a [[manner]] that george lucas has long forgotten",0.4269750714302063,0.7665915489196777,1.0,0.0,1.0,67.0,"Successful"
"writer director burger imaginatively fans the [[embers]] of a dormant national grief and curiosity that has [[calcified]] into chronic cynicism and fear","writer director burger imaginatively fans the [[subject]] of a dormant national grief and curiosity that has [[turned]] into chronic cynicism and fear",0.01135408878326416,0.13956546783447266,1.0,1.0,1.0,67.0,"Failed"
"truth to tell , if you 've seen more than half a dozen horror films , there 's [[nothing]] here you have n't seen before","truth to tell , if you 've seen more than half a dozen horror films , there 's [[everything]] here you have n't seen before",0.11209648847579956,0.8155210614204407,0.0,1.0,0.0,35.0,"Successful"
"george , hire a real director and good writers for the next installment , please","george , hire a real director and good writers for the next installment , please",0.9708510041236877,0.9708510041236877,1.0,1.0,0.0,1.0,"Skipped"
"all these developments and challenges facing santa weigh down the [[plot]] so heavily that they drain all the film of its energy and [[needlessly]] strain credibility","all these developments and challenges facing santa weigh down the [[series]] so heavily that they drain all the film of its energy and [[emotionally]] strain credibility",0.0009405016899108887,0.0011557340621948242,0.0,0.0,0.0,32.0,"Failed"
"it 's so [[full]] of wrong choices that all you can do is shake your head in [[disbelief]] and worry about what classic oliver parker [[intends]] to mangle next time","it 's so [[devoid]] of wrong choices that all you can do is shake your head in [[awe]] and worry about what classic oliver parker [[loves]] to mangle next time",0.001475512981414795,0.3186143636703491,0.0,0.0,0.0,114.0,"Failed"
"the film runs on equal [[parts]] of innocence and wisdom wisdom that [[comes]] with experience","the film runs on equal [[ization]] of innocence and wisdom wisdom that [[lies]] with experience",0.0012930631637573242,0.0032699108123779297,1.0,1.0,1.0,74.0,"Failed"
"goyer 's screenplay and direction are thankfully understated , and he has drawn [[excellent]] performances from his cast","goyer 's screenplay and direction are thankfully understated , and he has drawn [[few]] performances from his cast",0.00043636560440063477,0.9213712215423584,1.0,0.0,1.0,54.0,"Successful"
"reinforces the [[often]] forgotten fact of the world 's remarkably varying human population and mindset , and its capacity to heal using [[creative]] , natural and ancient antidotes","reinforces the [[essentially]] forgotten fact of the world 's remarkably varying human population and mindset , and its capacity to heal using [[advanced]] , natural and ancient antidotes",0.0006553530693054199,0.0035179853439331055,1.0,1.0,1.0,41.0,"Failed"
"abandons all pretense of creating historical context and [[waltzes]] off into a hectic soap about the ups and downs of the heavy breathing between the two artists","abandons all pretense of creating historical context and [[settles]] off into a hectic soap about the ups and downs of the heavy breathing between the two artists",0.07859545946121216,0.6058233976364136,0.0,1.0,0.0,47.0,"Successful"
"if it [[tried]] to do [[anything]] more , it would fail and [[perhaps]] explode , but at this level of manic [[whimsy]] , it is just about right","if it [[bothered]] to do [[something]] more , it would fail and [[maybe]] explode , but at this level of manic [[state]] , it is just about right",0.011392295360565186,0.30934280157089233,1.0,1.0,1.0,97.0,"Failed"
"scores a few points for doing what it does with a [[dedicated]] and good hearted professionalism","scores a few points for doing what it does with a [[hard]] and good hearted professionalism",0.0003959536552429199,0.0005682110786437988,1.0,1.0,1.0,24.0,"Failed"
"director dirk shafer and co writer greg hinton ride the dubious divide where gay [[porn]] reaches for serious drama","director dirk shafer and co writer greg hinton ride the dubious divide where gay [[pornography]] reaches for serious drama",0.4047369360923767,0.5789828300476074,0.0,1.0,0.0,21.0,"Successful"
"without a [[strong]] script and energetic acting , dogma films can [[produce]] the same sleep [[inducing]] effects as watching your neighbor 's [[home]] videos","without a [[bad]] script and energetic acting , dogma films can [[deliver]] the same sleep [[effect]] effects as watching your neighbor 's [[house]] videos",0.00192946195602417,0.825040340423584,0.0,1.0,0.0,106.0,"Successful"
"a frantic search for laughs , with a hit to miss ratio that does [[n't]] exactly favour the audience","a frantic search for laughs , with a hit to miss ratio that does [[so]] exactly favour the audience",0.0008925795555114746,0.7805215120315552,0.0,1.0,0.0,44.0,"Successful"
"de niro may enjoy the same free ride from critics afforded to clint eastwood in the lazy bloodwork","de niro may enjoy the same free ride from critics afforded to clint eastwood in the lazy bloodwork",0.7863264083862305,0.7863264083862305,1.0,1.0,0.0,1.0,"Skipped"
"an [[intelligent]] [[fiction]] about [[learning]] through cultural clash","an [[online]] [[store]] about [[bullying]] through cultural clash",0.0002868771553039551,0.9631096720695496,1.0,0.0,1.0,153.0,"Successful"
"greengrass has delivered an undoubted stylistic tour de force , and has managed [[elements]] such as sound and cinematography with skill","greengrass has delivered an undoubted stylistic tour de force , and has managed [[matters]] such as sound and cinematography with skill",0.0004360079765319824,0.0005219578742980957,1.0,1.0,1.0,27.0,"Failed"
"there 's something fundamental [[missing]] from this story something or someone to care about","there 's something fundamental [[growing]] from this story something or someone to care about",0.01023721694946289,0.9990948438644409,0.0,1.0,0.0,41.0,"Successful"
"at [[heart]] the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance","at [[point]] the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance",0.005613446235656738,0.8232694864273071,1.0,0.0,1.0,27.0,"Successful"
"sometimes , nothing satisfies like old fashioned swashbuckling","sometimes , nothing satisfies like old fashioned swashbuckling",0.9919945597648621,0.9919945597648621,0.0,0.0,1.0,1.0,"Skipped"
"enough similarities to gymkata and howie long 's firestorm that my fingernails instinctively [[crawled]] [[towards]] my long suffering eyeballs","enough similarities to gymkata and howie long 's firestorm that my fingernails instinctively [[extend]] [[reaching]] my long suffering eyeballs",0.01783686876296997,0.6164677739143372,0.0,1.0,0.0,54.0,"Successful"
"despite what anyone believes about the goal of its makers , the show represents a spectacular piece of theater , and there 's no [[denying]] the talent of the creative forces behind it","despite what anyone believes about the goal of its makers , the show represents a spectacular piece of theater , and there 's no [[promising]] the talent of the creative forces behind it",0.0004801750183105469,0.988741397857666,1.0,0.0,1.0,57.0,"Successful"
"here 's a british flick gleefully unconcerned with plausibility , [[yet]] just as [[determined]] to entertain you","here 's a british flick gleefully unconcerned with plausibility , [[as]] just as [[trying]] to entertain you",0.0006188154220581055,0.0602036714553833,1.0,1.0,1.0,28.0,"Failed"
"a well [[made]] and often [[lovely]] [[depiction]] of the [[mysteries]] of friendship","a well [[disguised]] and often [[crude]] [[report]] of the [[loss]] of friendship",0.0002544522285461426,0.9979552030563354,1.0,0.0,1.0,204.0,"Successful"
