"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"oft described as the antidote to american pie type sex comedies , it actually has a bundle in common with them , as the film diffuses every opportunity for a breakthrough","oft described as the antidote to american pie type sex comedies , it actually has a bundle in common with them , as the film diffuses every opportunity for a breakthrough",0.9860352873802185,0.9860352873802185,1.0,1.0,0.0,1.0,"Skipped"
"though the violence is far less sadistic than usual , the film is typical miike fast , furious and [[full]] of off the [[cuff]] imaginative flourishes","though the violence is far less sadistic than usual , the film is typical miike fast , furious and [[unqualified]] of off the [[wristwatch]] imaginative flourishes",0.0012407302856445312,0.661833643913269,1.0,0.0,1.0,57.0,"Successful"
"when a set of [[pre]] shooting [[guidelines]] a [[director]] [[came]] up with for his actors turns out to [[be]] cleverer , better [[written]] and of considerable more interest than the [[finished]] [[film]] , that 's a [[bad]] sign","when a set of [[meadow]] shooting [[rector]] a [[mgr]] [[arrival]] up with for his actors turns out to [[is]] cleverer , better [[deed]] and of considerable more interest than the [[finis]] [[films]] , that 's a [[prejudicial]] sign",0.0013257265090942383,0.5706407427787781,0.0,1.0,0.0,283.0,"Successful"
"the passions aroused by the discord between old and new cultures are set against the strange , stark beauty of the mideast desert , so [[lovingly]] and perceptively filmed that you can almost taste the desiccated air","the passions aroused by the discord between old and new cultures are set against the strange , stark beauty of the mideast desert , so [[clumsily]] and perceptively filmed that you can almost taste the desiccated air",0.0007841587066650391,0.5446234941482544,1.0,0.0,1.0,86.0,"Successful"
"if your senses have n't been dulled by slasher films and gorefests , if you 're a [[connoisseur]] of psychological horror , this is your ticket","if your senses have n't been dulled by slasher films and gorefests , if you 're a [[fetishist]] of psychological horror , this is your ticket",0.16007888317108154,0.689864993095398,1.0,0.0,1.0,40.0,"Successful"
"any one [[episode]] of the sopranos would [[send]] this [[ill]] [[conceived]] folly to sleep with the fishes","any one [[phenomena]] of the sopranos would [[recharged]] this [[patient]] [[conceive]] folly to sleep with the fishes",0.0019738078117370605,0.7551715970039368,0.0,1.0,0.0,165.0,"Successful"
"as conceived by mr schaeffer , christopher and grace are [[little]] more than collections of quirky traits lifted from a screenwriter 's outline and [[thrown]] at actors charged with the impossible task of making them jell","as conceived by mr schaeffer , christopher and grace are [[lite]] more than collections of quirky traits lifted from a screenwriter 's outline and [[brought]] at actors charged with the impossible task of making them jell",0.006629824638366699,0.8595305681228638,0.0,1.0,0.0,93.0,"Successful"
"those who managed to avoid the deconstructionist [[theorizing]] of french philosopher jacques derrida in college can now take an 85 minute brush up course with the documentary derrida","those who managed to avoid the deconstructionist [[theorize]] of french philosopher jacques derrida in college can now take an 85 minute brush up course with the documentary derrida",0.3387683629989624,0.5257999897003174,0.0,1.0,0.0,67.0,"Successful"
"most new movies have a [[bright]] [[sheen]]","most new movies have a [[radioactive]] [[whiteness]]",0.0010499358177185059,0.9866961240768433,1.0,0.0,1.0,26.0,"Successful"
"but what saves lives on the freeway [[does]] not necessarily [[make]] for persuasive viewing","but what saves lives on the freeway [[doing]] not necessarily [[exerting]] for persuasive viewing",0.002627849578857422,0.6666669845581055,0.0,1.0,0.0,85.0,"Successful"
"[[steve]] [[irwin]] 's method is [[ernest]] hemmingway at accelerated speed and [[volume]]","[[peters]] [[chapman]] 's method is [[earnie]] hemmingway at accelerated speed and [[sizing]]",0.012792766094207764,0.8555072546005249,1.0,0.0,1.0,91.0,"Successful"
"[[nicely]] serves as an examination of a society in transition","[[sheepishly]] serves as an examination of a society in transition",0.001155257225036621,0.9858998656272888,1.0,0.0,1.0,58.0,"Successful"
"the film would work much [[better]] as a video installation in a museum , where viewers would be free to leave","the film would work much [[greatest]] as a video installation in a museum , where viewers would be free to leave",0.002981901168823242,0.5192123055458069,0.0,1.0,0.0,45.0,"Successful"
"culkin [[exudes]] none of the [[charm]] or charisma that [[might]] keep a more general audience even vaguely interested in his [[bratty]] character","culkin [[flaunts]] none of the [[tempt]] or charisma that [[peril]] keep a more general audience even vaguely interested in his [[rambunctious]] character",0.0010080933570861816,0.6668174266815186,0.0,1.0,0.0,144.0,"Successful"
"the whole [[thing]] plays out with the drowsy [[heaviness]] of synchronized swimmer wearing a wool wetsuit","the whole [[something]] plays out with the drowsy [[seriousness]] of synchronized swimmer wearing a wool wetsuit",0.010198414325714111,0.5983999967575073,0.0,1.0,0.0,76.0,"Successful"
"not a cozy or ingratiating work , but it 's [[challenging]] , sometimes clever , and always [[interesting]] , and those are reasons enough to [[see]] it","not a cozy or ingratiating work , but it 's [[trouble]] , sometimes clever , and always [[outlandish]] , and those are reasons enough to [[heed]] it",0.00040584802627563477,0.6456235647201538,1.0,0.0,1.0,117.0,"Successful"
"the premise for this kegger comedy probably sounded brilliant four six packs and a pitcher of margaritas in , but the film must [[have]] been written in the thrall of a vicious hangover","the premise for this kegger comedy probably sounded brilliant four six packs and a pitcher of margaritas in , but the film must [[enjoy]] been written in the thrall of a vicious hangover",0.0028377175331115723,0.8050805330276489,0.0,1.0,0.0,64.0,"Successful"
"it 's a [[pleasure]] to see seinfeld [[griping]] about the biz with buddies chris rock , garry shandling and colin quinn","it 's a [[hei]] to see seinfeld [[bleating]] about the biz with buddies chris rock , garry shandling and colin quinn",0.0008184313774108887,0.5071152448654175,1.0,0.0,1.0,113.0,"Successful"
"finally , a genre movie that [[delivers]] in a couple of genres , no less","finally , a genre movie that [[quotation]] in a couple of genres , no less",0.00044161081314086914,0.5679793357849121,1.0,0.0,1.0,64.0,"Successful"
"the [[low]] [[budget]] full frontal was one of the [[year]] 's murkiest , [[intentionally]] [[obscure]] and self indulgent pictures , and solaris is its big budget brother","the [[lean]] [[budgeted]] full frontal was one of the [[enjoyment]] 's murkiest , [[gladly]] [[overshadow]] and self indulgent pictures , and solaris is its big budget brother",0.0015033483505249023,0.6633292436599731,0.0,1.0,0.0,121.0,"Successful"
"[[exquisitely]] acted and [[masterfully]] if preciously interwoven lrb the film rrb [[addresses]] in a [[fascinating]] , [[intelligent]] manner the intermingling of race , politics and local [[commerce]]","[[impeccably]] acted and [[clumsily]] if preciously interwoven lrb the film rrb [[processed]] in a [[excite]] , [[malin]] manner the intermingling of race , politics and local [[trade]]",0.00039130449295043945,0.5969088673591614,1.0,0.0,1.0,228.0,"Successful"
"an enthralling , [[playful]] film that constantly frustrates our desire to know the ` truth ' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to","an enthralling , [[childish]] film that constantly frustrates our desire to know the ` truth ' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to",0.0008743405342102051,0.6190870404243469,1.0,0.0,1.0,51.0,"Successful"
"as a singular character study , it 's [[perfect]]","as a singular character study , it 's [[unblemished]]",0.000292360782623291,0.9879186153411865,1.0,0.0,1.0,16.0,"Successful"
"haneke [[challenges]] [[us]] to confront the reality of sexual aberration","haneke [[difficulty]] [[ourselves]] to confront the reality of sexual aberration",0.011507391929626465,0.979548454284668,1.0,0.0,1.0,57.0,"Successful"
"an experience so [[engrossing]] it is like being buried in a new environment","an experience so [[droll]] it is like being buried in a new environment",0.008716344833374023,0.9986657500267029,1.0,0.0,1.0,40.0,"Successful"
"all the [[performances]] are [[top]] notch and , once you get through the accents , all or nothing [[becomes]] an [[emotional]] , though still positive , wrench of a sit","all the [[interpreting]] are [[greatest]] notch and , once you get through the accents , all or nothing [[makes]] an [[mental]] , though still positive , wrench of a sit",0.001369178295135498,0.6059814691543579,1.0,0.0,1.0,62.0,"Successful"
"a cockamamie tone poem pitched precipitously between swoony lyricism and violent [[catastrophe]] the most aggressively nerve wracking and screamingly neurotic romantic comedy in cinema history","a cockamamie tone poem pitched precipitously between swoony lyricism and violent [[shambles]] the most aggressively nerve wracking and screamingly neurotic romantic comedy in cinema history",0.1021416187286377,0.5063964128494263,1.0,0.0,1.0,60.0,"Successful"
"i [[do]] n't [[have]] an i am sam [[clue]]","i [[accomplished]] n't [[be]] an i am sam [[conundrum]]",0.0010894536972045898,0.6361690759658813,0.0,1.0,0.0,80.0,"Successful"
"[[zhang]] yimou [[delivers]] [[warm]] , [[genuine]] [[characters]] who lie not through dishonesty , but because they genuinely believe it 's the only way to bring happiness to their loved ones","[[zhen]] yimou [[bid]] [[lukewarm]] , [[factual]] [[specification]] who lie not through dishonesty , but because they genuinely believe it 's the only way to bring happiness to their loved ones",0.0003978610038757324,0.9074914455413818,1.0,0.0,1.0,184.0,"Successful"
"the [[pleasures]] of super troopers may [[be]] [[fleeting]] , but they 'll [[register]] strongly with anybody who still retains a soft spot for precollegiate humor","the [[recreation]] of super troopers may [[sont]] [[mayfly]] , but they 'll [[enroll]] strongly with anybody who still retains a soft spot for precollegiate humor",0.0009703636169433594,0.640154242515564,1.0,0.0,1.0,102.0,"Successful"
"the thrill is lrb long rrb [[gone]]","the thrill is lrb long rrb [[going]]",0.005059361457824707,0.8190624713897705,0.0,1.0,0.0,40.0,"Successful"
"much monkeyfun for all","much monkeyfun for all",0.989035427570343,0.989035427570343,0.0,0.0,1.0,1.0,"Skipped"
"a [[dreary]] , incoherent , [[self]] [[indulgent]] [[mess]] of a [[movie]] in which a [[bunch]] of [[pompous]] windbags drone on inanely for two [[hours]] a [[cacophony]] of [[pretentious]] , [[meaningless]] prattle","a [[dusky]] , incoherent , [[independence]] [[gentle]] [[pandemonium]] of a [[scorsese]] in which a [[orchestra]] of [[boastful]] windbags drone on inanely for two [[tiempo]] a [[uproar]] of [[flamboyant]] , [[grotesque]] prattle",0.0007562637329101562,0.5065821409225464,0.0,1.0,0.0,312.0,"Successful"
"much of the way , though , this is a [[refreshingly]] [[novel]] ride","much of the way , though , this is a [[nonchalantly]] [[unpublished]] ride",0.0003165006637573242,0.9803581833839417,1.0,0.0,1.0,79.0,"Successful"
"for the first time in several years , mr allen [[has]] [[surpassed]] himself with the [[magic]] he 's spun with the hollywood empress of ms leoni 's ellie","for the first time in several years , mr allen [[possessed]] [[bettered]] himself with the [[potion]] he 's spun with the hollywood empress of ms leoni 's ellie",0.0007458329200744629,0.5142866373062134,1.0,0.0,1.0,113.0,"Successful"
"one scarcely [[needs]] the subtitles to enjoy this colorful action farce","one scarcely [[ought]] the subtitles to enjoy this colorful action farce",0.003298461437225342,0.929893434047699,1.0,0.0,1.0,52.0,"Successful"
"as it abruptly crosscuts among the five friends , it [[fails]] to lend the characters ' individual stories enough dramatic resonance to make us care about them","as it abruptly crosscuts among the five friends , it [[overlooking]] to lend the characters ' individual stories enough dramatic resonance to make us care about them",0.0011560916900634766,0.9664851427078247,0.0,1.0,0.0,73.0,"Successful"
"what might have been a predictably heartwarming tale is suffused with [[complexity]]","what might have been a predictably heartwarming tale is suffused with [[complicate]]",0.07221800088882446,0.9985646605491638,1.0,0.0,1.0,28.0,"Successful"
"with generic [[sets]] and [[b]] [[grade]] [[special]] [[effects]] , [[jason]] is about as [[convincing]] on the sci fi front as tv 's [[defunct]] cleopatra 2525","with generic [[defining]] and [[ii]] [[niveau]] [[exceptional]] [[affecting]] , [[dustin]] is about as [[cogent]] on the sci fi front as tv 's [[departed]] cleopatra 2525",0.0017687678337097168,0.13284265995025635,0.0,0.0,0.0,179.0,"Failed"
"this is simply the most [[fun]] you 'll ever have with a documentary !","this is simply the most [[distracting]] you 'll ever have with a documentary !",0.00039893388748168945,0.9945033192634583,1.0,0.0,1.0,48.0,"Successful"
"it represents [[better]] than [[average]] movie making that does n't demand a dumb , distracted audience","it represents [[tougher]] than [[signify]] movie making that does n't demand a dumb , distracted audience",0.0007489323616027832,0.924560546875,1.0,0.0,1.0,67.0,"Successful"
"the sum of the parts equals largely a [[confused]] [[mediocrity]]","the sum of the parts equals largely a [[intrigued]] [[isamu]]",0.0008523464202880859,0.9941677451133728,0.0,1.0,0.0,65.0,"Successful"
"it may be an easy swipe to take , but this barbershop just [[does]] n't [[make]] the cut","it may be an easy swipe to take , but this barbershop just [[wanting]] n't [[exert]] the cut",0.000937044620513916,0.7360276579856873,0.0,1.0,0.0,93.0,"Successful"
"the fact that the rookie is a nearly impeccable cinematic experience and a [[wonderful]] all ages triumph besides is a [[miracle]] [[akin]] to the story the film portrays","the fact that the rookie is a nearly impeccable cinematic experience and a [[formidable]] all ages triumph besides is a [[wonders]] [[superficial]] to the story the film portrays",0.00027507543563842773,0.6570553779602051,1.0,0.0,1.0,88.0,"Successful"
"how on earth , or anywhere else , [[did]] [[director]] [[ron]] [[underwood]] [[manage]] to [[blow]] 100 million on this ?","how on earth , or anywhere else , [[become]] [[mgr]] [[ronald]] [[mcgraw]] [[spearheaded]] to [[shattering]] 100 million on this ?",0.004223644733428955,0.5334858298301697,0.0,1.0,0.0,148.0,"Successful"
"for all its failed connections , divine secrets of the ya ya sisterhood is [[nurturing]] , in a gauzy , dithering way","for all its failed connections , divine secrets of the ya ya sisterhood is [[nurtured]] , in a gauzy , dithering way",0.46719086170196533,0.9665508270263672,1.0,0.0,1.0,38.0,"Successful"
"as are its star , its [[attitude]] and its obliviousness","as are its star , its [[mindset]] and its obliviousness",0.2677519917488098,0.5314240455627441,0.0,1.0,0.0,40.0,"Successful"
"sluggishly directed by episodic tv veteran joe zwick , it 's a [[sitcom]] without the snap crackle","sluggishly directed by episodic tv veteran joe zwick , it 's a [[funny]] without the snap crackle",0.0023993849754333496,0.9050991535186768,0.0,1.0,0.0,55.0,"Successful"
"a [[dream]] [[cast]] of [[solid]] female [[talent]] who [[build]] a seamless ensemble","a [[daydream]] [[melted]] of [[sonar]] female [[personnel]] who [[consolidating]] a seamless ensemble",0.0002929568290710449,0.7198117971420288,1.0,0.0,1.0,163.0,"Successful"
"the plot is straight off the shelf , the performances are [[television]] caliber and the message of providing solace through deception is a little [[creepy]]","the plot is straight off the shelf , the performances are [[broadcasting]] caliber and the message of providing solace through deception is a little [[spooky]]",0.012445807456970215,0.6582636833190918,0.0,1.0,0.0,50.0,"Successful"
"[[instead]] of [[accurately]] accounting a terrible true story , the film 's more determined to [[become]] the next texas chainsaw [[massacre]]","[[independently]] of [[rigidly]] accounting a terrible true story , the film 's more determined to [[becoming]] the next texas chainsaw [[assassinating]]",0.004318714141845703,0.7059839963912964,0.0,1.0,0.0,158.0,"Successful"
"the movie is [[well]] shot and very tragic , and one to ponder after the credits roll","the movie is [[properly]] shot and very tragic , and one to ponder after the credits roll",0.002426326274871826,0.5354180932044983,1.0,0.0,1.0,37.0,"Successful"
"it is ridiculous , of [[course]] but it is also [[refreshing]] , [[disarming]] , and just [[outright]] [[enjoyable]] despite its ridiculousness","it is ridiculous , of [[classes]] but it is also [[improve]] , [[disarm]] , and just [[directly]] [[cosy]] despite its ridiculousness",0.0005671381950378418,0.7887402772903442,1.0,0.0,1.0,121.0,"Successful"
"everything you [[loved]] about it in 1982 is still there , for [[everybody]] who wants to be a kid again , or show it to their own kids","everything you [[aime]] about it in 1982 is still there , for [[anybody]] who wants to be a kid again , or show it to their own kids",0.002454698085784912,0.5235389471054077,1.0,0.0,1.0,84.0,"Successful"
"tadpole is a [[sophisticated]] , [[funny]] and [[good]] natured [[treat]] , slight but a pleasure","tadpole is a [[convoluted]] , [[droll]] and [[advisable]] natured [[processed]] , slight but a pleasure",0.0004054903984069824,0.760321855545044,1.0,0.0,1.0,132.0,"Successful"
"a turgid [[little]] [[history]] [[lesson]] , humourless and [[dull]]","a turgid [[restrained]] [[landmark]] [[learn]] , humourless and [[blunt]]",0.0009627342224121094,0.04146099090576172,0.0,0.0,0.0,125.0,"Failed"
"the [[cartoon]] that is n't [[really]] [[good]] enough to [[be]] on [[afternoon]] tv is now a [[movie]] that is n't [[really]] [[good]] enough to [[be]] in [[theaters]]","the [[cartoons]] that is n't [[truth]] [[exemplary]] enough to [[is]] on [[afternoons]] tv is now a [[cinematographer]] that is n't [[truth]] [[optimum]] enough to [[is]] in [[venue]]",0.0007967352867126465,0.4928165078163147,0.0,0.0,0.0,266.0,"Failed"
"a sensual performance from abbass buoys the flimsy story , but her inner journey is largely unexplored and we 're left wondering about this exotic looking woman whose emotional depths are only hinted at","a sensual performance from abbass buoys the flimsy story , but her inner journey is largely unexplored and we 're left wondering about this exotic looking woman whose emotional depths are only hinted at",0.6331225037574768,0.6331225037574768,0.0,0.0,1.0,1.0,"Skipped"
"a [[harmless]] and mildly [[amusing]] family comedy","a [[helpless]] and mildly [[sitcom]] family comedy",0.0005597472190856934,0.997459352016449,1.0,0.0,1.0,59.0,"Successful"
"not ` [[terrible]] [[filmmaking]] ' bad , but more like , ' i once [[had]] a nightmare like this , and it 's now coming true ' [[bad]]","not ` [[horrendous]] [[spielberg]] ' bad , but more like , ' i once [[possess]] a nightmare like this , and it 's now coming true ' [[unfavourable]]",0.004934251308441162,0.5133166313171387,0.0,1.0,0.0,118.0,"Successful"
"a movie that , rather than skip along the seine , more or less slogs its way through [[soggy]] paris , tongue [[uncomfortably]] in cheek","a movie that , rather than skip along the seine , more or less slogs its way through [[mushy]] paris , tongue [[eerily]] in cheek",0.0030241012573242188,0.7274699211120605,0.0,1.0,0.0,79.0,"Successful"
"it does succeed by following a feel [[good]] [[formula]] with a [[winning]] [[style]] , and by offering its target audience of [[urban]] kids some [[welcome]] [[role]] [[models]] and [[optimism]]","it does succeed by following a feel [[nice]] [[formulation]] with a [[vanquishing]] [[models]] , and by offering its target audience of [[municipal]] kids some [[contented]] [[rol]] [[storyboards]] and [[optimist]]",0.0003752708435058594,0.5500859022140503,1.0,0.0,1.0,202.0,"Successful"
"lrb schweiger is rrb [[talented]] and [[terribly]] charismatic , [[qualities]] essential to both [[movie]] [[stars]] and social anarchists","lrb schweiger is rrb [[specialised]] and [[ridiculously]] charismatic , [[suitability]] essential to both [[productions]] [[proverbial]] and social anarchists",0.0005238652229309082,0.5220352411270142,1.0,0.0,1.0,160.0,"Successful"
"a well acted and well intentioned snoozer","a well acted and well intentioned snoozer",0.9992557764053345,0.9992557764053345,1.0,1.0,0.0,1.0,"Skipped"
"serry does a [[fine]] job of [[capturing]] the climate of the times and , perhaps unwittingly , relating it to what is happening in america in 2002","serry does a [[fined]] job of [[confiscating]] the climate of the times and , perhaps unwittingly , relating it to what is happening in america in 2002",0.0004919767379760742,0.9204167127609253,1.0,0.0,1.0,98.0,"Successful"
"for all its alleged youthful fire , xxx is no less subservient to bond 's tired formula of guns , girls and gadgets while brandishing a new action hero","for all its alleged youthful fire , xxx is no less subservient to bond 's tired formula of guns , girls and gadgets while brandishing a new action hero",0.864488422870636,0.864488422870636,1.0,1.0,0.0,1.0,"Skipped"
"this cuddly sequel to the 1999 [[hit]] is a little more visually [[polished]] , a little funnier , and a little more madcap","this cuddly sequel to the 1999 [[bombed]] is a little more visually [[refine]] , a little funnier , and a little more madcap",0.0217626690864563,0.7965818047523499,1.0,0.0,1.0,82.0,"Successful"
"now it 's just [[tired]]","now it 's just [[sleepy]]",0.0012335777282714844,0.013671815395355225,0.0,0.0,0.0,29.0,"Failed"
"not so [[much]] a [[movie]] as a picture book for the big screen","not so [[enormously]] a [[films]] as a picture book for the big screen",0.013798177242279053,0.7640866041183472,0.0,1.0,0.0,95.0,"Successful"
"it 's [[difficult]] to say whether the tuxedo is more [[boring]] or embarrassing i '[[m]] prepared to [[call]] it a draw","it 's [[intricate]] to say whether the tuxedo is more [[gruelling]] or embarrassing i '[[metres]] prepared to [[appeal]] it a draw",0.0024672746658325195,0.6689831614494324,0.0,1.0,0.0,154.0,"Successful"
"about as [[satisfying]] and [[predictable]] as the [[fare]] at your [[local]] [[drive]] through","about as [[rewarding]] and [[foreseeable]] as the [[rates]] at your [[regional]] [[promenade]] through",0.0026844143867492676,0.579170823097229,0.0,1.0,0.0,96.0,"Successful"
"the [[movie]] [[succumbs]] to being nothing more than a formulaic [[chase]] in the [[dark]]","the [[teatro]] [[succumbed]] to being nothing more than a formulaic [[hunter]] in the [[somber]]",0.00100630521774292,0.004086911678314209,0.0,0.0,0.0,127.0,"Failed"
"as lo fi as the special effects are , the folks who cobbled nemesis together indulge the [[force]] of humanity over hardware in a way that george lucas has long forgotten","as lo fi as the special effects are , the folks who cobbled nemesis together indulge the [[forces]] of humanity over hardware in a way that george lucas has long forgotten",0.4269750714302063,0.671453058719635,1.0,0.0,1.0,39.0,"Successful"
"writer director burger imaginatively [[fans]] the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear","writer director burger imaginatively [[amateur]] the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear",0.01135408878326416,0.6220427751541138,1.0,0.0,1.0,57.0,"Successful"
"truth to tell , if you 've seen more than half a dozen horror films , there 's nothing here you have n't [[seen]] before","truth to tell , if you 've seen more than half a dozen horror films , there 's nothing here you have n't [[realized]] before",0.11209648847579956,0.5324282646179199,0.0,1.0,0.0,74.0,"Successful"
"george , hire a real director and good writers for the next installment , please","george , hire a real director and good writers for the next installment , please",0.9708510041236877,0.9708510041236877,1.0,1.0,0.0,1.0,"Skipped"
"all these developments and challenges facing santa weigh down the [[plot]] so heavily that they [[drain]] all the [[film]] of its energy and [[needlessly]] strain [[credibility]]","all these developments and challenges facing santa weigh down the [[conspiring]] so heavily that they [[flow]] all the [[films]] of its energy and [[innocently]] strain [[trusts]]",0.0009405016899108887,0.8763869404792786,0.0,1.0,0.0,147.0,"Successful"
"it 's so full of [[wrong]] [[choices]] that all you can do is shake your head in disbelief and worry about what [[classic]] oliver parker intends to mangle next time","it 's so full of [[fallacious]] [[choice]] that all you can do is shake your head in disbelief and worry about what [[emblematic]] oliver parker intends to mangle next time",0.001475512981414795,0.5041085481643677,0.0,1.0,0.0,103.0,"Successful"
"the film runs on [[equal]] [[parts]] of innocence and wisdom wisdom that comes with experience","the film runs on [[chickened]] [[fraction]] of innocence and wisdom wisdom that comes with experience",0.0012930631637573242,0.9948884844779968,1.0,0.0,1.0,78.0,"Successful"
"goyer 's screenplay and direction are thankfully understated , and he has drawn [[excellent]] performances from his cast","goyer 's screenplay and direction are thankfully understated , and he has drawn [[unpaid]] performances from his cast",0.00043636560440063477,0.9905949831008911,1.0,0.0,1.0,63.0,"Successful"
"[[reinforces]] the [[often]] forgotten fact of the world 's remarkably varying human population and mindset , and its capacity to heal using creative , natural and ancient antidotes","[[reinforcement]] the [[methodically]] forgotten fact of the world 's remarkably varying human population and mindset , and its capacity to heal using creative , natural and ancient antidotes",0.0006553530693054199,0.6843675971031189,1.0,0.0,1.0,106.0,"Successful"
"abandons all pretense of creating historical context and [[waltzes]] off into a hectic [[soap]] about the ups and downs of the heavy breathing between the two artists","abandons all pretense of creating historical context and [[serenades]] off into a hectic [[soapy]] about the ups and downs of the heavy breathing between the two artists",0.07859545946121216,0.9699700474739075,0.0,1.0,0.0,36.0,"Successful"
"if it tried to do anything more , it would fail and perhaps explode , but at this level of manic whimsy , it is just about [[right]]","if it tried to do anything more , it would fail and perhaps explode , but at this level of manic whimsy , it is just about [[exact]]",0.011392295360565186,0.9447715878486633,1.0,0.0,1.0,37.0,"Successful"
"[[scores]] a few points for doing what it does with a [[dedicated]] and good [[hearted]] [[professionalism]]","[[notation]] a few points for doing what it does with a [[allotted]] and good [[sympathy]] [[professionals]]",0.0003959536552429199,0.6064760684967041,1.0,0.0,1.0,56.0,"Successful"
"director dirk shafer and co writer greg hinton ride the dubious divide where gay [[porn]] reaches for serious drama","director dirk shafer and co writer greg hinton ride the dubious divide where gay [[pornography]] reaches for serious drama",0.4047369360923767,0.5789840817451477,0.0,1.0,0.0,30.0,"Successful"
"without a [[strong]] [[script]] and energetic [[acting]] , [[dogma]] films can produce the same [[sleep]] inducing effects as watching your neighbor 's [[home]] [[videos]]","without a [[stiff]] [[scenario]] and energetic [[behaved]] , [[worship]] films can produce the same [[riverbed]] inducing effects as watching your neighbor 's [[residences]] [[soundtrack]]",0.00192946195602417,0.5828005075454712,0.0,1.0,0.0,193.0,"Successful"
"a frantic search for laughs , with a hit to miss ratio that does n't [[exactly]] [[favour]] the [[audience]]","a frantic search for laughs , with a hit to miss ratio that does n't [[scrupulously]] [[preferential]] the [[bystanders]]",0.0008925795555114746,0.609328031539917,0.0,1.0,0.0,114.0,"Successful"
"de niro may enjoy the same free ride from critics afforded to clint eastwood in the lazy bloodwork","de niro may enjoy the same free ride from critics afforded to clint eastwood in the lazy bloodwork",0.7863264083862305,0.7863264083862305,1.0,1.0,0.0,1.0,"Skipped"
"an [[intelligent]] fiction about learning through cultural clash","an [[malignant]] fiction about learning through cultural clash",0.0002868771553039551,0.8231469988822937,1.0,0.0,1.0,49.0,"Successful"
"greengrass has [[delivered]] an undoubted stylistic [[tour]] de force , and [[has]] managed [[elements]] such as sound and cinematography with skill","greengrass has [[capitulated]] an undoubted stylistic [[laps]] de force , and [[ai]] managed [[shutters]] such as sound and cinematography with skill",0.0004360079765319824,0.6997678279876709,1.0,0.0,1.0,166.0,"Successful"
